CODGEO,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,surface_habitable_logement,consommation_energie_primaire,date_reception_dpe,region,region_code,est_passoire
62032,D,D,appartement,1976,48.9,225.0,2022-01-17,Hauts-de-France,32,0
59091,E,D,appartement,1975,184.5,596.0,2022-01-18,Hauts-de-France,32,0
59109,C,G,maison,2009,57.1,251.0,2022-01-18,Hauts-de-France,32,0
02075,A,E,appartement,2011,53.8,103.0,2022-01-18,Hauts-de-France,32,0
59052,F,F,maison,1932,29.8,525.0,2022-01-18,Hauts-de-France,32,1
80259,F,F,maison,1953,100.8,420.0,2022-01-19,Hauts-de-France,32,1
60058,D,E,maison,1977,68.6,201.0,2022-01-19,Hauts-de-France,32,0
80243,G,D,maison,1922,92.6,599.0,2022-01-19,Hauts-de-France,32,1
60204,F,D,maison,1921,30.5,545.0,2022-01-19,Hauts-de-France,32,1
62333,E,F,maison,1987,86.6,565.0,2022-01-20,Hauts-de-France,32,0
80216,F,F,maison,1938,187.5,540.0,2022-01-20,Hauts-de-France,32,1
60096,E,E,maison,1966,94.7,553.0,2022-01-20,Hauts-de-France,32,0
02384,F,G,maison,1963,40.1,520.0,2022-01-20,Hauts-de-France,32,1
80282,A,F,maison,1993,18.5,116.0,2022-01-21,Hauts-de-France,32,0
62339,G,F,appartement,1927,74.5,338.0,2022-01-21,Hauts-de-France,32,1
59059,C,E,maison,1989,117.9,296.0,2022-01-21,Hauts-de-France,32,0
59144,G,F,appartement,1962,34.5,424.0,2022-01-21,Hauts-de-France,32,1
80186,C,D,appartement,2007,68.3,230.0,2022-01-22,Hauts-de-France,32,0
62388,E,E,maison,1993,81.5,539.0,2022-01-22,Hauts-de-France,32,0
80132,F,D,maison,1967,56.5,634.0,2022-01-22,Hauts-de-France,32,1
02198,F,A,maison,1937,52.3,425.0,2022-01-22,Hauts-de-France,32,1
60310,E,B,appartement,1979,33.6,493.0,2022-01-23,Hauts-de-France,32,0
80367,G,D,maison,1969,50.7,640.0,2022-01-23,Hauts-de-France,32,1
60313,E,G,appartement,1977,92.3,609.0,2022-01-23,Hauts-de-France,32,0
80136,D,D,appartement,1986,41.7,306.0,2022-01-23,Hauts-de-France,32,0
80065,F,F,maison,1928,45.5,400.0,2022-01-24,Hauts-de-France,32,1
80308,G,E,maison,1937,59.6,660.0,2022-01-24,Hauts-de-France,32,1
02062,G,F,appartement,1926,28.0,460.0,2022-01-24,Hauts-de-France,32,1
60189,D,E,maison,1973,51.0,235.0,2022-01-25,Hauts-de-France,32,0
62217,D,G,appartement,1976,86.6,324.0,2022-01-25,Hauts-de-France,32,0
62176,E,B,immeuble,1993,48.9,588.0,2022-01-25,Hauts-de-France,32,0
59242,D,F,appartement,1968,52.7,176.0,2022-01-25,Hauts-de-France,32,0
62069,G,E,maison,1969,70.6,425.0,2022-01-26,Hauts-de-France,32,1
62227,F,F,appartement,1942,114.5,698.0,2022-01-26,Hauts-de-France,32,1
02208,E,E,maison,1980,36.5,653.0,2022-01-26,Hauts-de-France,32,0
80358,E,E,maison,1992,26.1,654.0,2022-01-26,Hauts-de-France,32,0
59266,E,E,appartement,1983,77.1,512.0,2022-01-27,Hauts-de-France,32,0
62189,E,F,maison,1987,73.9,650.0,2022-01-27,Hauts-de-France,32,0
80284,D,C,maison,1967,48.1,231.0,2022-01-27,Hauts-de-France,32,0
02236,F,D,appartement,1966,24.9,366.0,2022-01-27,Hauts-de-France,32,1
80083,E,E,maison,1986,68.4,403.0,2022-01-28,Hauts-de-France,32,0
80216,F,D,appartement,1968,114.2,483.0,2022-01-28,Hauts-de-France,32,1
80276,D,D,maison,1989,36.7,321.0,2022-01-28,Hauts-de-France,32,0
80247,E,G,maison,1986,51.4,446.0,2022-01-28,Hauts-de-France,32,0
02227,D,F,appartement,1977,63.4,326.0,2022-01-29,Hauts-de-France,32,0
60278,B,G,maison,1990,120.8,65.0,2022-01-29,Hauts-de-France,32,0
02304,F,A,maison,1924,71.6,385.0,2022-01-29,Hauts-de-France,32,1
02322,E,F,maison,1970,81.2,575.0,2022-01-29,Hauts-de-France,32,0
02395,C,G,immeuble,1996,61.5,171.0,2022-01-30,Hauts-de-France,32,0
59374,G,A,immeuble,1970,66.5,642.0,2022-01-30,Hauts-de-France,32,1
02229,B,D,appartement,1998,41.3,101.0,2022-01-30,Hauts-de-France,32,0
62388,C,D,maison,1996,124.8,191.0,2022-01-30,Hauts-de-France,32,0
62147,F,C,appartement,1967,124.2,559.0,2022-01-31,Hauts-de-France,32,1
60202,B,E,appartement,2004,97.6,96.0,2022-01-31,Hauts-de-France,32,0
60205,D,G,maison,1969,43.4,322.0,2022-01-31,Hauts-de-France,32,0
62021,G,B,appartement,1957,64.7,356.0,2022-01-31,Hauts-de-France,32,1
60087,C,F,maison,2017,43.1,152.0,2022-02-01,Hauts-de-France,32,0
62395,F,C,appartement,1970,47.7,512.0,2022-02-01,Hauts-de-France,32,1
80141,C,D,maison,2012,81.9,280.0,2022-02-01,Hauts-de-France,32,0
62274,E,G,maison,1982,116.2,357.0,2022-02-01,Hauts-de-France,32,0
59057,E,E,maison,1991,59.5,332.0,2022-02-02,Hauts-de-France,32,0
59398,G,D,appartement,1925,56.1,457.0,2022-02-02,Hauts-de-France,32,1
60275,G,D,maison,1963,32.9,427.0,2022-02-02,Hauts-de-France,32,1
59266,E,D,appartement,1976,41.7,548.0,2022-02-02,Hauts-de-France,32,0
62222,G,C,appartement,1932,21.4,564.0,2022-02-03,Hauts-de-France,32,1
60382,D,D,appartement,1984,99.5,312.0,2022-02-03,Hauts-de-France,32,0
80241,F,D,appartement,1963,46.8,342.0,2022-02-03,Hauts-de-France,32,1
59142,G,E,appartement,1972,70.8,352.0,2022-02-03,Hauts-de-France,32,1
02393,F,E,maison,1938,58.1,381.0,2022-02-04,Hauts-de-France,32,1
59316,C,D,maison,1996,50.9,151.0,2022-02-04,Hauts-de-France,32,0
59298,C,D,maison,1999,57.9,186.0,2022-02-04,Hauts-de-France,32,0
62135,E,E,appartement,1969,66.6,640.0,2022-02-05,Hauts-de-France,32,0
59156,D,F,appartement,1969,76.9,286.0,2022-02-05,Hauts-de-France,32,0
59018,D,E,appartement,1986,132.6,282.0,2022-02-05,Hauts-de-France,32,0
80126,G,E,appartement,1932,52.8,587.0,2022-02-05,Hauts-de-France,32,1
60316,E,F,maison,1981,34.8,530.0,2022-02-06,Hauts-de-France,32,0
02234,C,F,maison,2011,139.3,206.0,2022-02-06,Hauts-de-France,32,0
02241,D,B,maison,1975,112.9,268.0,2022-02-06,Hauts-de-France,32,0
80127,F,B,maison,1936,35.4,426.0,2022-02-06,Hauts-de-France,32,1
59159,D,E,appartement,1987,114.4,167.0,2022-02-07,Hauts-de-France,32,0
02069,E,F,appartement,1986,80.0,360.0,2022-02-07,Hauts-de-France,32,0
59164,C,E,appartement,2006,60.6,175.0,2022-02-07,Hauts-de-France,32,0
02083,C,E,maison,2005,95.3,161.0,2022-02-07,Hauts-de-France,32,0
60243,D,A,maison,1991,62.2,203.0,2022-02-08,Hauts-de-France,32,0
62076,C,C,appartement,2011,72.5,231.0,2022-02-08,Hauts-de-France,32,0
59053,G,F,maison,1963,128.3,378.0,2022-02-08,Hauts-de-France,32,1
59313,F,E,appartement,1932,134.3,552.0,2022-02-08,Hauts-de-France,32,1
59046,G,B,maison,1925,34.8,518.0,2022-02-09,Hauts-de-France,32,1
02228,E,E,appartement,1967,85.2,669.0,2022-02-09,Hauts-de-France,32,0
59368,E,G,immeuble,1973,273.2,491.0,2022-02-09,Hauts-de-France,32,0
59104,E,G,immeuble,1982,151.4,662.0,2022-02-09,Hauts-de-France,32,0
60194,B,G,maison,2019,75.3,132.0,2022-02-10,Hauts-de-France,32,0
80125,G,F,appartement,1930,130.7,341.0,2022-02-10,Hauts-de-France,32,1
80045,F,G,appartement,1925,46.3,560.0,2022-02-10,Hauts-de-France,32,1
02087,G,F,maison,1962,63.7,334.0,2022-02-10,Hauts-de-France,32,1
80237,G,D,maison,1973,89.6,448.0,2022-02-11,Hauts-de-France,32,1
59381,D,G,appartement,1982,82.8,273.0,2022-02-11,Hauts-de-France,32,0
62365,D,F,appartement,1992,64.3,289.0,2022-02-11,Hauts-de-France,32,0
02373,E,C,appartement,1970,50.0,698.0,2022-02-11,Hauts-de-France,32,0
60319,F,E,maison,1939,51.4,410.0,2022-02-12,Hauts-de-France,32,1
59060,E,E,maison,1976,51.5,488.0,2022-02-12,Hauts-de-France,32,0
62140,D,E,maison,1985,60.6,248.0,2022-02-12,Hauts-de-France,32,0
02293,F,C,appartement,1961,56.7,528.0,2022-02-12,Hauts-de-France,32,1
02090,E,D,appartement,1989,242.5,441.0,2022-02-13,Hauts-de-France,32,0
60286,D,D,appartement,1981,82.2,292.0,2022-02-13,Hauts-de-France,32,0
62277,C,G,maison,2002,95.8,185.0,2022-02-13,Hauts-de-France,32,0
59264,E,F,maison,1976,74.9,348.0,2022-02-13,Hauts-de-France,32,0
60382,C,G,appartement,1991,82.0,201.0,2022-02-14,Hauts-de-France,32,0
59181,D,C,appartement,1987,59.1,213.0,2022-02-14,Hauts-de-France,32,0
62325,F,G,appartement,1969,71.7,459.0,2022-02-14,Hauts-de-France,32,1
59364,F,D,immeuble,1949,92.7,392.0,2022-02-14,Hauts-de-France,32,1
62095,F,F,immeuble,1940,74.6,678.0,2022-02-15,Hauts-de-France,32,1
60274,E,E,appartement,1984,103.9,680.0,2022-02-15,Hauts-de-France,32,0
80183,D,D,appartement,1986,88.0,206.0,2022-02-15,Hauts-de-France,32,0
59181,C,D,maison,1992,177.8,199.0,2022-02-16,Hauts-de-France,32,0
80294,E,G,maison,1973,132.1,471.0,2022-02-16,Hauts-de-France,32,0
60287,C,B,maison,2014,137.1,232.0,2022-02-16,Hauts-de-France,32,0
59111,A,F,appartement,2015,84.0,137.0,2022-02-16,Hauts-de-France,32,0
02295,E,E,appartement,1971,104.9,417.0,2022-02-17,Hauts-de-France,32,0
60124,F,B,appartement,1967,137.4,413.0,2022-02-17,Hauts-de-France,32,1
02246,G,E,maison,1964,113.0,403.0,2022-02-17,Hauts-de-France,32,1
80329,D,F,appartement,1987,30.1,231.0,2022-02-17,Hauts-de-France,32,0
59389,D,D,maison,1974,45.5,319.0,2022-02-18,Hauts-de-France,32,0
59126,D,D,maison,1972,66.5,242.0,2022-02-18,Hauts-de-France,32,0
60386,G,F,maison,1969,27.3,558.0,2022-02-18,Hauts-de-France,32,1
62277,C,D,appartement,2002,75.9,249.0,2022-02-18,Hauts-de-France,32,0
02120,D,B,appartement,1970,174.4,324.0,2022-02-19,Hauts-de-France,32,0
60351,D,A,maison,1966,66.7,241.0,2022-02-19,Hauts-de-France,32,0
59259,G,D,maison,1932,145.6,465.0,2022-02-19,Hauts-de-France,32,1
02174,F,A,appartement,1946,35.0,627.0,2022-02-19,Hauts-de-France,32,1
62040,G,E,appartement,1930,39.1,518.0,2022-02-20,Hauts-de-France,32,1
59374,F,E,immeuble,1946,140.0,493.0,2022-02-20,Hauts-de-France,32,1
02389,F,D,appartement,1949,34.8,411.0,2022-02-20,Hauts-de-France,32,1
80295,F,G,appartement,1948,44.8,611.0,2022-02-20,Hauts-de-France,32,1
62074,F,F,maison,1942,49.2,551.0,2022-02-21,Hauts-de-France,32,1
62222,G,D,appartement,1953,107.9,415.0,2022-02-21,Hauts-de-France,32,1
59360,A,D,appartement,2012,57.7,121.0,2022-02-21,Hauts-de-France,32,0
02059,F,F,appartement,1969,62.2,460.0,2022-02-21,Hauts-de-France,32,1
02092,E,D,maison,1988,74.7,545.0,2022-02-22,Hauts-de-France,32,0
80114,C,F,maison,1987,70.6,289.0,2022-02-22,Hauts-de-France,32,0
59155,G,C,maison,1970,92.7,531.0,2022-02-22,Hauts-de-France,32,1
59165,C,C,maison,2005,82.3,181.0,2022-02-22,Hauts-de-France,32,0
02044,F,C,appartement,1950,88.6,635.0,2022-02-23,Hauts-de-France,32,1
02242,E,E,maison,1970,79.2,375.0,2022-02-23,Hauts-de-France,32,0
62213,G,F,appartement,1926,71.7,346.0,2022-02-23,Hauts-de-France,32,1
60157,G,D,appartement,1934,52.4,645.0,2022-02-23,Hauts-de-France,32,1
62042,B,C,maison,2000,170.8,70.0,2022-02-24,Hauts-de-France,32,0
59273,D,D,appartement,1977,39.9,214.0,2022-02-24,Hauts-de-France,32,0
60007,D,D,appartement,1978,36.9,297.0,2022-02-24,Hauts-de-France,32,0
02229,D,D,appartement,1971,33.3,190.0,2022-02-24,Hauts-de-France,32,0
60263,E,D,appartement,1991,35.4,545.0,2022-02-25,Hauts-de-France,32,0
80331,E,D,maison,1974,130.5,609.0,2022-02-25,Hauts-de-France,32,0
59024,E,D,maison,1978,46.2,588.0,2022-02-25,Hauts-de-France,32,0
02380,E,D,maison,1967,82.7,523.0,2022-02-25,Hauts-de-France,32,0
59370,D,G,maison,1969,117.8,300.0,2022-02-26,Hauts-de-France,32,0
80111,C,G,maison,1998,48.3,299.0,2022-02-26,Hauts-de-France,32,0
60012,A,G,appartement,2009,45.4,121.0,2022-02-26,Hauts-de-France,32,0
02313,B,D,appartement,1991,33.6,71.0,2022-02-27,Hauts-de-France,32,0
62205,D,G,appartement,1979,84.1,160.0,2022-02-27,Hauts-de-France,32,0
60079,F,E,maison,1959,42.2,446.0,2022-02-27,Hauts-de-France,32,1
59318,C,D,appartement,2014,61.9,204.0,2022-02-27,Hauts-de-France,32,0
02065,D,E,appartement,1978,78.4,311.0,2022-02-28,Hauts-de-France,32,0
60275,C,G,appartement,1998,58.4,299.0,2022-02-28,Hauts-de-France,32,0
62193,F,E,maison,1955,54.2,675.0,2022-02-28,Hauts-de-France,32,1
60179,E,E,maison,1989,34.8,367.0,2022-02-28,Hauts-de-France,32,0
62298,E,B,maison,1984,36.0,408.0,2022-03-01,Hauts-de-France,32,0
59180,F,B,appartement,1924,43.0,600.0,2022-03-01,Hauts-de-France,32,1
60030,F,C,appartement,1947,133.6,397.0,2022-03-01,Hauts-de-France,32,1
60253,G,F,appartement,1951,61.2,394.0,2022-03-01,Hauts-de-France,32,1
02305,E,G,appartement,1965,24.3,412.0,2022-03-02,Hauts-de-France,32,0
80155,D,D,maison,1983,85.0,302.0,2022-03-02,Hauts-de-France,32,0
60113,D,A,appartement,1988,102.2,176.0,2022-03-02,Hauts-de-France,32,0
59010,F,G,appartement,1934,81.2,478.0,2022-03-02,Hauts-de-France,32,1
59373,F,F,maison,1943,89.4,634.0,2022-03-03,Hauts-de-France,32,1
62308,G,E,appartement,1942,49.7,374.0,2022-03-03,Hauts-de-France,32,1
80282,C,F,appartement,1996,111.6,186.0,2022-03-03,Hauts-de-France,32,0
80378,D,C,maison,1974,79.9,190.0,2022-03-03,Hauts-de-France,32,0
62326,C,D,maison,1996,45.2,327.0,2022-03-04,Hauts-de-France,32,0
80080,F,F,maison,1966,46.3,524.0,2022-03-04,Hauts-de-France,32,1
59115,C,D,maison,1988,84.1,260.0,2022-03-04,Hauts-de-France,32,0
59255,G,F,appartement,1968,27.5,660.0,2022-03-04,Hauts-de-France,32,1
80316,E,D,maison,1985,75.2,456.0,2022-03-05,Hauts-de-France,32,0
60112,G,F,maison,1941,49.7,489.0,2022-03-05,Hauts-de-France,32,1
02398,C,B,maison,1995,28.3,317.0,2022-03-05,Hauts-de-France,32,0
62145,C,D,appartement,2015,45.1,298.0,2022-03-05,Hauts-de-France,32,0
02213,G,C,appartement,1950,88.2,617.0,2022-03-06,Hauts-de-France,32,1
62330,B,E,maison,1996,39.1,113.0,2022-03-06,Hauts-de-France,32,0
02334,C,D,appartement,2018,63.8,181.0,2022-03-06,Hauts-de-France,32,0
62134,G,F,appartement,1924,137.0,467.0,2022-03-06,Hauts-de-France,32,1
60210,F,D,appartement,1951,62.6,679.0,2022-03-07,Hauts-de-France,32,1
60278,G,F,appartement,1963,25.8,400.0,2022-03-07,Hauts-de-France,32,1
62031,D,F,appartement,1971,68.4,208.0,2022-03-07,Hauts-de-France,32,0
60050,E,C,appartement,1989,26.4,588.0,2022-03-07,Hauts-de-France,32,0
59034,C,D,appartement,1993,111.7,325.0,2022-03-08,Hauts-de-France,32,0
62174,F,B,appartement,1954,54.4,569.0,2022-03-08,Hauts-de-France,32,1
59322,C,C,maison,2016,87.3,305.0,2022-03-08,Hauts-de-France,32,0
80302,G,F,maison,1933,39.7,393.0,2022-03-08,Hauts-de-France,32,1
60111,D,E,appartement,1990,35.0,269.0,2022-03-09,Hauts-de-France,32,0
62053,E,C,appartement,1969,70.0,366.0,2022-03-09,Hauts-de-France,32,0
59033,D,F,appartement,1968,174.5,191.0,2022-03-09,Hauts-de-France,32,0
59030,D,E,maison,1993,58.5,263.0,2022-03-10,Hauts-de-France,32,0
59015,F,D,maison,1936,73.2,635.0,2022-03-10,Hauts-de-France,32,1
59266,A,D,appartement,1994,36.4,99.0,2022-03-10,Hauts-de-France,32,0
60315,E,F,appartement,1977,138.0,482.0,2022-03-10,Hauts-de-France,32,0
62382,E,E,appartement,1966,118.6,641.0,2022-03-11,Hauts-de-France,32,0
80009,D,F,maison,1992,115.0,319.0,2022-03-11,Hauts-de-France,32,0
59139,E,F,maison,1987,76.9,484.0,2022-03-11,Hauts-de-France,32,0
59172,C,D,maison,1996,61.6,289.0,2022-03-11,Hauts-de-France,32,0
60249,F,F,maison,1950,53.4,603.0,2022-03-12,Hauts-de-France,32,1
62058,F,D,maison,1955,41.0,426.0,2022-03-12,Hauts-de-France,32,1
80101,E,F,maison,1973,18.5,652.0,2022-03-12,Hauts-de-France,32,0
60389,E,D,appartement,1992,120.4,452.0,2022-03-12,Hauts-de-France,32,0
80323,E,E,appartement,1976,29.8,680.0,2022-03-13,Hauts-de-France,32,0
60321,F,G,appartement,1941,45.2,619.0,2022-03-13,Hauts-de-France,32,1
59328,D,C,appartement,1974,65.3,249.0,2022-03-13,Hauts-de-France,32,0
59094,C,D,maison,1988,43.3,232.0,2022-03-13,Hauts-de-France,32,0
02073,G,C,appartement,1941,46.0,404.0,2022-03-14,Hauts-de-France,32,1
59258,F,C,maison,1925,51.4,660.0,2022-03-14,Hauts-de-France,32,1
62124,E,D,appartement,1985,47.8,626.0,2022-03-14,Hauts-de-France,32,0
80189,G,D,maison,1948,59.1,503.0,2022-03-14,Hauts-de-France,32,1
59028,D,E,maison,1972,23.8,188.0,2022-03-15,Hauts-de-France,32,0
80122,D,C,appartement,1967,18.0,169.0,2022-03-15,Hauts-de-France,32,0
60186,G,G,maison,1940,76.7,541.0,2022-03-15,Hauts-de-France,32,1
60265,D,D,maison,1983,43.9,166.0,2022-03-15,Hauts-de-France,32,0
62372,E,F,appartement,1972,49.5,654.0,2022-03-16,Hauts-de-France,32,0
60306,E,F,maison,1991,172.1,404.0,2022-03-16,Hauts-de-France,32,0
02046,E,C,maison,1981,73.1,340.0,2022-03-16,Hauts-de-France,32,0
02377,D,E,appartement,1973,49.1,268.0,2022-03-16,Hauts-de-France,32,0
59270,D,E,appartement,1975,43.4,265.0,2022-03-17,Hauts-de-France,32,0
60286,G,C,maison,1942,83.4,672.0,2022-03-17,Hauts-de-France,32,1
59269,C,D,appartement,2008,49.1,243.0,2022-03-17,Hauts-de-France,32,0
60324,E,B,appartement,1994,54.6,341.0,2022-03-17,Hauts-de-France,32,0
59164,E,F,maison,1974,24.3,621.0,2022-03-18,Hauts-de-France,32,0
02282,G,C,maison,1955,43.5,666.0,2022-03-18,Hauts-de-France,32,1
02183,D,E,maison,1992,61.4,169.0,2022-03-18,Hauts-de-France,32,0
59133,G,E,appartement,1952,121.7,343.0,2022-03-18,Hauts-de-France,32,1
59059,F,F,maison,1929,33.8,473.0,2022-03-19,Hauts-de-France,32,1
02071,F,C,maison,1945,61.0,546.0,2022-03-19,Hauts-de-France,32,1
02029,E,G,appartement,1985,30.8,404.0,2022-03-19,Hauts-de-France,32,0
80236,D,D,appartement,1985,90.5,266.0,2022-03-19,Hauts-de-France,32,0
59190,G,G,maison,1930,77.8,498.0,2022-03-20,Hauts-de-France,32,1
59075,D,E,appartement,1968,100.0,311.0,2022-03-20,Hauts-de-France,32,0
02241,E,D,maison,1992,106.3,469.0,2022-03-20,Hauts-de-France,32,0
02310,D,E,appartement,1989,88.8,259.0,2022-03-21,Hauts-de-France,32,0
59057,F,D,appartement,1960,43.4,496.0,2022-03-21,Hauts-de-France,32,1
80013,C,B,maison,2006,101.1,154.0,2022-03-21,Hauts-de-France,32,0
60088,F,C,maison,1939,37.5,570.0,2022-03-21,Hauts-de-France,32,1
02189,D,F,appartement,1994,54.9,171.0,2022-03-22,Hauts-de-France,32,0
60140,C,F,maison,2016,160.2,152.0,2022-03-22,Hauts-de-France,32,0
02208,F,D,maison,1931,65.7,648.0,2022-03-22,Hauts-de-France,32,1
80192,F,G,maison,1960,89.9,582.0,2022-03-22,Hauts-de-France,32,1
60075,D,C,maison,1979,64.0,240.0,2022-03-23,Hauts-de-France,32,0
62133,G,C,maison,1947,59.0,449.0,2022-03-23,Hauts-de-France,32,1
62396,G,F,maison,1960,45.0,697.0,2022-03-23,Hauts-de-France,32,1
62379,F,F,appartement,1959,45.0,628.0,2022-03-23,Hauts-de-France,32,1
60290,E,E,maison,1979,32.9,658.0,2022-03-24,Hauts-de-France,32,0
02345,E,E,maison,1974,66.1,485.0,2022-03-24,Hauts-de-France,32,0
62095,E,A,maison,1990,106.8,621.0,2022-03-24,Hauts-de-France,32,0
80260,E,F,maison,1980,95.6,649.0,2022-03-24,Hauts-de-France,32,0
80205,F,E,appartement,1936,85.0,552.0,2022-03-25,Hauts-de-France,32,1
60163,G,E,maison,1934,61.5,485.0,2022-03-25,Hauts-de-France,32,1
80219,F,D,immeuble,1960,39.3,493.0,2022-03-25,Hauts-de-France,32,1
60188,C,D,appartement,1993,18.0,221.0,2022-03-25,Hauts-de-France,32,0
60326,E,E,maison,1967,23.3,504.0,2022-03-26,Hauts-de-France,32,0
02325,C,G,appartement,2015,69.2,196.0,2022-03-26,Hauts-de-France,32,0
62233,A,F,maison,1991,38.9,143.0,2022-03-26,Hauts-de-France,32,0
59253,E,E,maison,1980,93.0,515.0,2022-03-26,Hauts-de-France,32,0
59001,B,F,maison,2014,54.5,71.0,2022-03-27,Hauts-de-France,32,0
02380,E,F,maison,1968,89.8,686.0,2022-03-27,Hauts-de-France,32,0
80155,F,F,maison,1968,57.1,522.0,2022-03-27,Hauts-de-France,32,1
02041,D,G,appartement,1991,66.0,290.0,2022-03-27,Hauts-de-France,32,0
59227,G,E,appartement,1967,156.7,594.0,2022-03-28,Hauts-de-France,32,1
59026,E,E,appartement,1972,107.1,374.0,2022-03-28,Hauts-de-France,32,0
59030,C,A,immeuble,2015,111.2,288.0,2022-03-28,Hauts-de-France,32,0
02086,F,A,appartement,1928,19.7,605.0,2022-03-28,Hauts-de-France,32,1
60053,G,A,maison,1936,80.3,536.0,2022-03-29,Hauts-de-France,32,1
80024,B,G,maison,1992,100.5,70.0,2022-03-29,Hauts-de-France,32,0
02373,E,B,maison,1982,88.4,552.0,2022-03-29,Hauts-de-France,32,0
62264,E,G,appartement,1982,93.8,500.0,2022-03-29,Hauts-de-France,32,0
59101,D,E,maison,1968,59.0,207.0,2022-03-30,Hauts-de-France,32,0
62043,D,D,appartement,1980,92.7,296.0,2022-03-30,Hauts-de-France,32,0
60307,F,F,maison,1959,85.6,567.0,2022-03-30,Hauts-de-France,32,1
60173,C,F,appartement,2016,62.0,205.0,2022-03-30,Hauts-de-France,32,0
59055,F,C,appartement,1949,23.8,412.0,2022-03-31,Hauts-de-France,32,1
02093,E,D,maison,1965,56.9,457.0,2022-03-31,Hauts-de-France,32,0
59371,E,E,appartement,1993,66.9,491.0,2022-03-31,Hauts-de-France,32,0
60382,C,G,maison,2018,55.1,179.0,2022-04-01,Hauts-de-France,32,0
80313,G,F,appartement,1969,46.5,512.0,2022-04-01,Hauts-de-France,32,1
02125,D,D,appartement,1970,32.2,226.0,2022-04-01,Hauts-de-France,32,0
62063,D,F,maison,1969,142.3,321.0,2022-04-01,Hauts-de-France,32,0
02108,B,E,maison,2000,64.9,62.0,2022-04-02,Hauts-de-France,32,0
60029,C,G,appartement,1997,56.6,159.0,2022-04-02,Hauts-de-France,32,0
59379,G,D,appartement,1942,92.9,609.0,2022-04-02,Hauts-de-France,32,1
02077,F,F,maison,1932,112.1,655.0,2022-04-02,Hauts-de-France,32,1
60286,D,C,appartement,1978,127.1,262.0,2022-04-03,Hauts-de-France,32,0
02182,E,F,maison,1988,129.6,618.0,2022-04-03,Hauts-de-France,32,0
02103,D,E,maison,1965,45.8,184.0,2022-04-03,Hauts-de-France,32,0
62071,F,F,maison,1958,143.1,667.0,2022-04-03,Hauts-de-France,32,1
80367,D,E,maison,1968,63.1,209.0,2022-04-04,Hauts-de-France,32,0
80319,C,D,appartement,2012,47.8,293.0,2022-04-04,Hauts-de-France,32,0
02234,F,E,maison,1941,37.9,621.0,2022-04-04,Hauts-de-France,32,1
62037,D,E,maison,1981,101.4,158.0,2022-04-04,Hauts-de-France,32,0
02190,D,D,appartement,1990,21.4,265.0,2022-04-05,Hauts-de-France,32,0
02238,D,D,immeuble,1969,62.3,164.0,2022-04-05,Hauts-de-France,32,0
60224,F,F,maison,1973,50.2,516.0,2022-04-05,Hauts-de-France,32,1
60322,F,D,appartement,1974,228.6,575.0,2022-04-05,Hauts-de-France,32,1
60345,F,B,maison,1943,50.6,414.0,2022-04-06,Hauts-de-France,32,1
80039,E,G,maison,1975,46.9,380.0,2022-04-06,Hauts-de-France,32,0
62233,D,F,maison,1980,49.4,195.0,2022-04-06,Hauts-de-France,32,0
60134,D,G,appartement,1983,46.5,152.0,2022-04-06,Hauts-de-France,32,0
60148,E,E,immeuble,1984,33.5,664.0,2022-04-07,Hauts-de-France,32,0
59271,B,E,maison,1986,62.9,148.0,2022-04-07,Hauts-de-France,32,0
59031,F,D,appartement,1945,45.5,534.0,2022-04-07,Hauts-de-France,32,1
02141,E,A,maison,1977,106.2,362.0,2022-04-07,Hauts-de-France,32,0
59032,C,D,maison,2004,61.1,244.0,2022-04-08,Hauts-de-France,32,0
02058,A,B,maison,2003,56.2,101.0,2022-04-08,Hauts-de-France,32,0
80254,E,D,maison,1978,93.1,373.0,2022-04-08,Hauts-de-France,32,0
62132,D,F,maison,1968,45.4,321.0,2022-04-08,Hauts-de-France,32,0
62326,E,G,maison,1991,40.7,350.0,2022-04-09,Hauts-de-France,32,0
02118,G,C,appartement,1921,40.3,356.0,2022-04-09,Hauts-de-France,32,1
59251,E,F,maison,1969,80.1,520.0,2022-04-09,Hauts-de-France,32,0
60260,D,C,appartement,1987,180.7,261.0,2022-04-09,Hauts-de-France,32,0
60399,E,A,maison,1991,97.6,439.0,2022-04-10,Hauts-de-France,32,0
59038,E,C,maison,1980,69.2,459.0,2022-04-10,Hauts-de-France,32,0
60115,F,F,maison,1958,108.9,498.0,2022-04-10,Hauts-de-France,32,1
02011,D,A,maison,1981,77.1,223.0,2022-04-10,Hauts-de-France,32,0
60096,E,F,maison,1990,76.1,353.0,2022-04-11,Hauts-de-France,32,0
59059,G,D,appartement,1924,37.2,683.0,2022-04-11,Hauts-de-France,32,1
62073,C,G,immeuble,1985,79.6,179.0,2022-04-11,Hauts-de-France,32,0
59181,G,E,immeuble,1948,70.9,441.0,2022-04-12,Hauts-de-France,32,1
59213,C,E,maison,1992,120.5,324.0,2022-04-12,Hauts-de-France,32,0
59373,F,D,maison,1928,172.9,337.0,2022-04-12,Hauts-de-France,32,1
80254,F,E,appartement,1946,80.7,372.0,2022-04-12,Hauts-de-France,32,1
62122,D,E,maison,1992,46.7,318.0,2022-04-13,Hauts-de-France,32,0
80012,F,E,maison,1931,75.4,472.0,2022-04-13,Hauts-de-France,32,1
