CODGEO,NOM_COMMUNE,DEP,REGION,REGION_CODE,NB_DPE_TOTAL,NB_PASSOIRES,TAUX_PASSOIRES,NB_CLASSE_A,NB_CLASSE_B,NB_CLASSE_C,NB_CLASSE_D,NB_CLASSE_E,NB_CLASSE_F,NB_CLASSE_G,SURFACE_MOY,CONSO_ENERGIE_MOY,ANNEE_CONSTRUCTION_MOY,NB_MAISONS_DPE,NB_APPARTS_DPE,POPULATION,REVENU_MEDIAN,TAUX_PAUVRETE,MENAGES_PAUVRES,NB_LOGEMENTS,NB_RP,NB_LOGVAC,PASSOIRES_POUR_1000_HAB,TAUX_COUVERTURE_DPE,RATIO_PASSOIRES_RP,TAUX_VACANCE,SCORE_PRIORITE,CATEGORIE_PRIORITE,RANG_PRIORITE
35306,Saint-Père-Marc-en-Poulet,35,Bretagne,53,7,2,28.57,0,0,1,1,3,2,0,63.0,440.1,1969.0,4,1,2440.0,19923.0,18.3,15.2,,,,0.82,,,,0.3638,Moyenne,1645
35307,Saint-Pern,35,Bretagne,53,5,1,20.0,0,1,1,0,2,1,0,81.1,306.2,1977.2,2,2,966.0,23152.0,21.6,23.7,,,,1.04,,,,0.2908,Faible,2193
35311,Saint-Séglin,35,Bretagne,53,8,1,12.5,0,2,0,3,2,1,0,59.1,270.0,1976.1,4,4,610.0,20642.0,23.3,22.1,,,,1.64,,,,0.2916,Faible,2180
35343,Tresbœuf,35,Bretagne,53,6,0,0.0,0,0,1,3,2,0,0,53.9,387.8,1981.2,1,4,1234.0,21977.0,21.4,21.3,,,,0.0,,,,0.224,Faible,3030
35344,,,Bretagne,53,6,1,16.67,0,2,1,1,1,1,0,98.1,254.8,1985.0,3,3,,,,,,,,,,,,,,3613
35347,Val-d'Izé,35,Bretagne,53,5,2,40.0,0,1,0,1,1,0,2,68.9,349.6,1966.8,2,2,2620.0,21032.0,21.6,24.3,,,,0.76,,,,0.3961,Moyenne,1389
35353,Vezin-le-Coquet,35,Bretagne,53,5,3,60.0,1,0,1,0,0,3,0,65.7,376.8,1980.8,2,3,6471.0,21037.0,17.8,15.4,,,,0.46,,,,0.4758,Moyenne,771
35355,Vieux-Vy-sur-Couesnon,35,Bretagne,53,5,0,0.0,0,2,0,1,2,0,0,74.6,321.0,1987.4,2,3,1286.0,18757.0,26.7,25.9,,,,0.0,,,,0.2628,Faible,2504
35356,Vignoc,35,Bretagne,53,9,3,33.33,0,0,2,1,3,2,1,73.6,430.9,1978.0,5,3,2329.0,21271.0,20.4,17.9,,,,1.29,,,,0.367,Moyenne,1627
35366,,,Bretagne,53,5,3,60.0,0,0,0,2,0,2,1,72.1,402.6,1962.8,0,4,,,,,,,,,,,,,,3613
35375,,,Bretagne,53,5,1,20.0,0,0,1,1,2,1,0,87.0,421.0,1976.8,2,3,,,,,,,,,,,,,,3613
35378,,,Bretagne,53,6,3,50.0,0,0,0,1,2,3,0,47.6,549.8,1962.2,4,2,,,,,,,,,,,,,,3613
35381,,,Bretagne,53,7,2,28.57,0,0,1,3,1,2,0,73.3,364.6,1967.7,4,3,,,,,,,,,,,,,,3613
35390,,,Bretagne,53,6,3,50.0,0,0,1,2,0,2,1,56.7,390.8,1958.7,4,2,,,,,,,,,,,,,,3613
35395,,,Bretagne,53,5,1,20.0,0,0,2,1,1,1,0,65.2,317.8,1981.8,2,2,,,,,,,,,,,,,,3613
56001,Allaire,56,Bretagne,53,6,1,16.67,0,1,1,0,3,1,0,63.6,382.5,1984.8,2,4,3955.0,18560.0,26.7,25.1,2301.0,1895.0,321.0,0.25,0.26,0.05,13.95,0.3321,Moyenne,1880
56002,Ambon,56,Bretagne,53,6,0,0.0,1,1,0,2,2,0,0,81.2,259.3,1982.8,1,4,2101.0,19712.0,25.6,25.2,1224.0,886.0,125.0,0.0,0.49,0.0,10.21,0.2513,Faible,2681
56007,Auray,56,Bretagne,53,6,0,0.0,1,0,1,2,2,0,0,46.4,314.5,1992.8,3,3,14207.0,23719.0,15.3,16.8,684.0,526.0,102.0,0.0,0.88,0.0,14.91,0.2031,Faible,3223
56009,Bangor,56,Bretagne,53,5,1,20.0,1,0,2,1,0,0,1,90.1,229.2,1988.2,1,4,994.0,12720.0,33.1,38.8,468.0,376.0,28.0,1.01,1.07,0.27,5.98,0.4164,Moyenne,1211
56016,,,Bretagne,53,9,1,11.11,0,0,2,4,2,1,0,85.7,339.2,1979.7,3,5,,,,,785.0,571.0,110.0,,1.15,0.18,14.01,,,3613
56019,Billio,56,Bretagne,53,10,4,40.0,0,0,1,3,2,2,2,75.0,423.6,1971.6,4,6,335.0,19366.0,23.9,23.0,2328.0,1809.0,281.0,11.94,0.43,0.22,12.07,0.426,Moyenne,1138
56025,Brignac,56,Bretagne,53,5,2,40.0,0,0,2,0,1,1,1,60.9,352.6,1967.2,2,3,200.0,21177.0,22.3,19.7,2267.0,1867.0,204.0,10.0,0.22,0.11,9.0,0.4024,Moyenne,1334
56026,Bubry,56,Bretagne,53,6,1,16.67,0,0,1,3,1,0,1,109.8,374.0,1971.3,2,3,2242.0,28076.0,14.8,17.1,25996.0,18471.0,2100.0,0.45,0.02,0.01,8.08,0.2176,Faible,3095
56029,Calan,56,Bretagne,53,5,1,20.0,0,2,0,1,1,0,1,83.1,224.8,1986.0,3,2,1277.0,21401.0,24.2,22.1,1743.0,1361.0,252.0,0.78,0.29,0.07,14.46,0.3116,Faible,2014
56032,Campénéac,56,Bretagne,53,5,1,20.0,0,0,1,0,3,1,0,67.8,424.4,1985.2,3,2,1991.0,22812.0,22.3,20.1,2596.0,1755.0,176.0,0.5,0.19,0.06,6.78,0.2944,Faible,2156
56041,Cléguérec,56,Bretagne,53,5,1,20.0,0,1,1,2,0,1,0,74.8,305.2,1987.8,1,4,2885.0,24808.0,14.3,16.5,364.0,251.0,41.0,0.35,1.37,0.4,11.26,0.2702,Faible,2407
56043,Concoret,56,Bretagne,53,5,1,20.0,0,0,0,3,1,0,1,57.1,383.2,1972.4,2,3,758.0,16400.0,26.7,31.7,2724.0,2009.0,289.0,1.32,0.18,0.05,10.61,0.3724,Moyenne,1589
56045,Le Cours,56,Bretagne,53,5,1,20.0,0,0,3,1,0,0,1,67.1,310.6,1986.2,5,0,697.0,19283.0,23.8,26.2,3279.0,2256.0,200.0,1.43,0.15,0.04,6.1,0.3377,Moyenne,1824
56048,Le Croisty,56,Bretagne,53,6,3,50.0,0,0,0,1,2,1,2,56.4,374.7,1962.3,3,3,739.0,22478.0,19.5,18.5,4396.0,3472.0,340.0,4.06,0.14,0.09,7.73,0.4216,Moyenne,1176
56049,,,Bretagne,53,6,3,50.0,1,0,0,1,1,2,1,54.3,433.8,1970.5,4,2,,,,,5674.0,4376.0,549.0,,0.11,0.07,9.68,,,3613
56050,La Croix-Helléan,56,Bretagne,53,6,2,33.33,1,0,1,0,2,2,0,88.3,399.0,1970.7,4,2,892.0,18733.0,24.6,23.4,19768.0,13718.0,1229.0,2.24,0.03,0.01,6.22,0.3984,Moyenne,1367
56053,Elven,56,Bretagne,53,5,2,40.0,0,1,1,1,0,2,0,71.9,302.0,1979.8,2,3,6651.0,25214.0,16.3,14.5,4034.0,2837.0,217.0,0.3,0.12,0.07,5.38,0.3453,Moyenne,1772
56054,Erdeven,56,Bretagne,53,6,2,33.33,0,0,1,2,1,1,1,67.1,330.3,1967.5,5,1,4008.0,23958.0,16.0,17.1,3956.0,3274.0,362.0,0.5,0.15,0.06,9.15,0.3339,Moyenne,1856
56059,,,Bretagne,53,5,1,20.0,0,1,0,2,1,1,0,67.9,373.6,1973.2,2,2,,,,,537.0,440.0,77.0,,0.93,0.23,14.34,,,3613
56063,Gestel,56,Bretagne,53,6,0,0.0,1,1,1,1,2,0,0,62.5,314.3,1987.8,4,2,2601.0,22672.0,21.1,22.2,779.0,603.0,68.0,0.0,0.77,0.0,8.73,0.2157,Faible,3110
56064,,,Bretagne,53,7,3,42.86,1,0,0,0,3,1,2,74.3,507.9,1970.4,3,4,,,,,1354.0,1068.0,83.0,,0.52,0.28,6.13,,,3613
56065,Gourhel,56,Bretagne,53,8,3,37.5,0,1,0,2,2,3,0,80.1,365.4,1965.0,3,4,711.0,19211.0,23.9,23.3,2807.0,1946.0,228.0,4.22,0.29,0.15,8.12,0.4111,Moyenne,1258
56066,Gourin,56,Bretagne,53,8,2,25.0,0,1,1,2,2,1,1,62.6,324.8,1974.6,7,1,3960.0,23260.0,17.2,16.5,8969.0,7480.0,1312.0,0.51,0.09,0.03,14.63,0.309,Faible,2036
56072,Gueltas,56,Bretagne,53,5,3,60.0,0,1,1,0,0,1,2,84.4,397.0,1969.6,4,1,551.0,18812.0,24.0,27.8,806.0,589.0,73.0,5.44,0.62,0.51,9.06,0.5069,Moyenne,590
56075,Guer,56,Bretagne,53,5,2,40.0,0,1,0,0,2,1,1,60.2,486.2,1972.8,0,5,6208.0,22468.0,19.4,21.2,15343.0,12222.0,1159.0,0.32,0.03,0.02,7.55,0.3784,Moyenne,1533
56081,Guiscriff,56,Bretagne,53,7,3,42.86,0,0,0,2,2,1,2,67.5,377.7,1953.3,3,4,2037.0,20499.0,23.1,22.9,576.0,458.0,40.0,1.47,1.22,0.66,6.94,0.4146,Moyenne,1225
56084,Le Hézo,56,Bretagne,53,8,3,37.5,0,1,1,1,2,2,1,88.2,393.4,1976.1,4,4,930.0,26260.0,16.3,19.2,152.0,120.0,8.0,3.23,5.26,2.5,5.26,0.3253,Faible,1931
56087,Île-aux-Moines,56,Bretagne,53,5,2,40.0,0,0,1,1,1,2,0,54.6,438.2,1957.2,3,2,630.0,18847.0,26.4,25.7,136.0,105.0,10.0,3.17,3.68,1.9,7.35,0.4245,Moyenne,1155
56089,Inguiniel,56,Bretagne,53,5,2,40.0,0,0,1,1,1,1,1,81.2,485.6,1970.2,2,3,2188.0,20853.0,22.5,23.7,62.0,42.0,6.0,0.91,8.06,4.76,9.68,0.3984,Moyenne,1367
56094,Kervignac,56,Bretagne,53,6,2,33.33,0,0,2,2,0,1,1,60.5,366.5,1977.8,4,2,7204.0,21981.0,20.0,23.8,1197.0,882.0,153.0,0.28,0.5,0.23,12.78,0.3576,Moyenne,1680
56096,Landaul,56,Bretagne,53,6,3,50.0,0,1,1,1,0,1,2,66.6,368.5,1965.2,2,3,2516.0,16297.0,30.0,25.9,876.0,713.0,88.0,1.19,0.68,0.42,10.05,0.4935,Moyenne,659
56099,Langoëlan,56,Bretagne,53,6,2,33.33,0,0,1,2,1,2,0,70.6,350.7,1962.5,3,3,403.0,19420.0,21.2,19.7,525.0,425.0,78.0,4.96,1.14,0.47,14.86,0.3925,Moyenne,1408
56103,Lantillac,56,Bretagne,53,6,2,33.33,0,0,0,3,1,1,1,65.7,372.5,1961.2,3,2,296.0,18116.0,27.2,28.1,,,,6.76,,,,0.4098,Moyenne,1269
56109,Lauzach,56,Bretagne,53,6,1,16.67,0,0,1,3,1,1,0,70.4,400.0,1974.2,5,1,1264.0,18764.0,24.6,27.5,,,,0.79,,,,0.3301,Moyenne,1896
56111,Limerzel,56,Bretagne,53,6,3,50.0,0,1,1,0,1,3,0,86.0,380.5,1976.7,3,3,1370.0,14815.0,28.0,33.1,,,,2.19,,,,0.5122,Moyenne,571
56112,Lizio,56,Bretagne,53,7,3,42.86,1,0,0,0,3,1,2,65.4,410.4,1967.0,4,3,840.0,12720.0,30.4,32.0,,,,3.57,,,,0.5101,Moyenne,582
56122,Loyat,56,Bretagne,53,5,0,0.0,0,1,2,2,0,0,0,59.7,213.0,1984.8,2,3,1750.0,17195.0,24.4,21.6,,,,0.0,,,,0.2816,Faible,2289
56123,Malansac,56,Bretagne,53,5,1,20.0,0,2,0,1,1,0,1,91.2,267.8,1982.8,2,1,2339.0,20838.0,23.9,21.3,,,,0.43,,,,0.3181,Faible,1974
56128,Melrand,56,Bretagne,53,5,1,20.0,0,0,2,2,0,0,1,54.4,278.0,1979.8,3,2,1598.0,25206.0,17.9,15.6,,,,0.63,,,,0.2657,Faible,2470
56129,Ménéac,56,Bretagne,53,7,1,14.29,0,1,2,0,3,1,0,75.6,416.0,1986.9,4,2,1476.0,17792.0,26.8,23.2,,,,0.68,,,,0.3322,Moyenne,1879
56132,Meucon,56,Bretagne,53,6,2,33.33,0,1,1,1,1,1,1,65.3,327.8,1975.7,3,3,2280.0,20247.0,23.7,27.2,,,,0.88,,,,0.379,Moyenne,1528
56141,Moustoir-Ac,56,Bretagne,53,5,1,20.0,0,1,2,0,1,1,0,81.2,344.8,1992.2,1,4,1775.0,18536.0,24.8,20.7,,,,0.56,,,,0.346,Moyenne,1760
56159,Pleucadeuc,56,Bretagne,53,5,2,40.0,0,0,0,2,1,1,1,67.3,342.6,1973.0,4,1,1866.0,21860.0,23.6,21.2,,,,1.07,,,,0.3864,Moyenne,1466
56164,Ploeren,56,Bretagne,53,6,3,50.0,1,0,0,1,1,3,0,82.6,454.7,1958.0,3,3,6790.0,23637.0,19.9,23.7,,,,0.44,,,,0.4044,Moyenne,1318
56168,Plouharnel,56,Bretagne,53,8,2,25.0,0,0,0,4,2,2,0,71.8,368.2,1971.8,3,5,2285.0,20689.0,26.9,28.8,,,,0.88,,,,0.3403,Moyenne,1808
56172,Plumelec,56,Bretagne,53,5,1,20.0,0,0,1,2,1,0,1,86.4,350.0,1980.6,3,1,2754.0,21551.0,22.7,26.1,,,,0.36,,,,0.3095,Faible,2028
56174,Plumelin,56,Bretagne,53,5,2,40.0,0,0,1,1,1,1,1,111.0,383.8,1966.6,3,1,2885.0,21302.0,23.0,18.4,,,,0.69,,,,0.3928,Moyenne,1405
56181,Port-Louis,56,Bretagne,53,6,2,33.33,0,1,0,2,1,1,1,48.3,355.8,1975.0,4,2,2608.0,22047.0,21.9,19.9,,,,0.77,,,,0.3572,Moyenne,1682
56191,Réminiac,56,Bretagne,53,5,1,20.0,0,0,2,0,2,1,0,65.5,416.6,1985.2,2,3,438.0,21504.0,20.7,21.7,,,,2.28,,,,0.3117,Faible,2013
56193,Riantec,56,Bretagne,53,5,2,40.0,0,0,0,2,1,1,1,83.5,425.2,1980.8,1,4,5865.0,20540.0,24.0,23.4,,,,0.34,,,,0.4017,Moyenne,1338
56199,Roudouallec,56,Bretagne,53,6,4,66.67,0,0,0,2,0,2,2,56.1,447.0,1960.7,3,3,722.0,19638.0,21.5,20.5,,,,5.54,,,,0.5237,Moyenne,526
56204,Saint-Allouestre,56,Bretagne,53,5,0,0.0,1,0,1,1,2,0,0,90.7,352.0,1980.4,2,3,675.0,21042.0,25.5,25.6,,,,0.0,,,,0.2353,Faible,2903
56205,Saint-Armel,56,Bretagne,53,7,4,57.14,0,0,0,1,2,4,0,60.1,462.7,1961.1,4,2,903.0,21586.0,20.9,19.0,,,,4.43,,,,0.4612,Moyenne,878
56209,Sainte-Brigitte,56,Bretagne,53,5,3,60.0,0,0,1,1,0,2,1,85.6,453.0,1965.2,2,3,178.0,17490.0,28.5,28.9,,,,16.85,,,,0.5328,Moyenne,492
56210,Saint-Caradec-Trégomel,56,Bretagne,53,6,1,16.67,0,1,1,2,1,1,0,76.6,349.8,1990.0,6,0,467.0,24062.0,16.8,14.4,,,,2.14,,,,0.2675,Faible,2448
56221,Saint-Jacut-les-Pins,56,Bretagne,53,5,0,0.0,0,1,0,2,2,0,0,91.2,288.4,1994.6,1,4,1745.0,18697.0,23.3,19.6,,,,0.0,,,,0.2636,Faible,2496
56224,Saint-Laurent-sur-Oust,56,Bretagne,53,6,0,0.0,0,1,0,3,2,0,0,65.7,320.3,1984.7,4,2,396.0,20481.0,23.5,23.6,,,,0.0,,,,0.2421,Faible,2798
56235,,,Bretagne,53,5,0,0.0,0,0,2,2,1,0,0,90.5,287.6,1986.2,3,2,,,,,,,,,,,,,,3613
56243,Séné,56,Bretagne,53,6,2,33.33,0,0,0,1,3,1,1,71.7,461.5,1971.7,1,4,9554.0,23123.0,19.8,16.4,,,,0.21,,,,0.3437,Moyenne,1785
56244,Sérent,56,Bretagne,53,8,4,50.0,0,2,0,2,0,3,1,60.2,334.1,1961.4,5,3,3429.0,22187.0,21.5,25.2,,,,1.17,,,,0.4225,Moyenne,1167
56246,Le Sourn,56,Bretagne,53,5,0,0.0,0,0,1,2,2,0,0,84.7,307.6,1981.6,3,2,2121.0,20641.0,21.0,20.5,,,,0.0,,,,0.2401,Faible,2828
56248,Surzur,56,Bretagne,53,5,0,0.0,0,0,0,1,4,0,0,62.5,449.6,1980.8,4,1,5211.0,22040.0,22.8,26.2,,,,0.0,,,,0.2233,Faible,3041
56250,Théhillac,56,Bretagne,53,5,2,40.0,0,0,1,1,1,2,0,130.5,309.6,1981.0,2,3,611.0,18033.0,22.7,18.7,,,,3.27,,,,0.4344,Moyenne,1071
56253,Tréal,56,Bretagne,53,6,0,0.0,2,0,1,2,1,0,0,54.6,225.0,1986.3,2,4,699.0,19460.0,22.2,19.1,,,,0.0,,,,0.2543,Faible,2635
56262,Le Bono,56,Bretagne,53,5,1,20.0,0,0,2,1,1,1,0,76.1,349.0,1993.8,1,3,2608.0,24727.0,14.1,16.6,,,,0.38,,,,0.2712,Faible,2394
56263,Sainte-Anne-d'Auray,56,Bretagne,53,6,2,33.33,1,0,1,1,1,1,1,73.7,317.0,1970.7,2,3,2889.0,23301.0,20.6,17.4,,,,0.69,,,,0.342,Moyenne,1799
56273,,,Bretagne,53,5,2,40.0,0,0,2,0,1,2,0,60.8,520.4,1976.4,3,2,,,,,,,,,,,,,,3613
56280,,,Bretagne,53,5,1,20.0,1,0,1,2,0,0,1,77.8,290.6,1987.8,1,4,,,,,,,,,,,,,,3613
56281,,,Bretagne,53,5,2,40.0,0,0,0,1,2,1,1,96.9,451.0,1971.0,2,3,,,,,,,,,,,,,,3613
56291,,,Bretagne,53,5,1,20.0,0,0,2,0,2,1,0,52.7,441.8,1980.0,3,2,,,,,,,,,,,,,,3613
56294,,,Bretagne,53,6,1,16.67,0,0,0,3,2,1,0,78.9,430.7,1975.8,2,4,,,,,,,,,,,,,,3613
56295,,,Bretagne,53,6,2,33.33,0,0,0,2,2,2,0,62.7,431.8,1969.7,4,2,,,,,,,,,,,,,,3613
56301,,,Bretagne,53,5,1,20.0,0,0,0,2,2,0,1,88.4,457.6,1979.2,4,1,,,,,,,,,,,,,,3613
56307,,,Bretagne,53,7,1,14.29,0,1,0,3,2,1,0,100.6,383.0,1974.1,5,2,,,,,,,,,,,,,,3613
56312,,,Bretagne,53,5,3,60.0,0,0,0,2,0,3,0,83.3,504.8,1968.0,5,0,,,,,,,,,,,,,,3613
56318,,,Bretagne,53,5,3,60.0,0,0,1,0,1,3,0,94.5,474.0,1964.8,5,0,,,,,,,,,,,,,,3613
56321,,,Bretagne,53,5,4,80.0,0,0,1,0,0,2,2,98.1,386.6,1954.2,3,2,,,,,,,,,,,,,,3613
56328,,,Bretagne,53,6,3,50.0,0,0,0,1,2,1,2,82.6,503.0,1967.7,3,3,,,,,,,,,,,,,,3613
56333,,,Bretagne,53,6,1,16.67,0,0,2,2,1,0,1,72.4,289.5,1976.8,2,3,,,,,,,,,,,,,,3613
56336,,,Bretagne,53,5,2,40.0,0,0,1,1,1,1,1,55.8,411.6,1969.6,3,2,,,,,,,,,,,,,,3613
56341,,,Bretagne,53,5,4,80.0,0,0,0,1,0,2,2,97.7,439.2,1952.6,1,4,,,,,,,,,,,,,,3613
56343,,,Bretagne,53,5,0,0.0,0,0,0,3,2,0,0,74.2,274.2,1981.6,3,2,,,,,,,,,,,,,,3613
56347,,,Bretagne,53,5,2,40.0,0,0,2,1,0,1,1,85.8,320.2,1976.2,2,3,,,,,,,,,,,,,,3613
56354,,,Bretagne,53,7,2,28.57,0,0,1,0,4,2,0,71.5,480.7,1969.1,2,5,,,,,,,,,,,,,,3613
56357,,,Bretagne,53,8,4,50.0,1,0,1,0,2,2,2,117.5,451.2,1976.0,4,4,,,,,,,,,,,,,,3613
56360,,,Bretagne,53,6,2,33.33,0,1,0,2,1,1,1,69.0,316.2,1968.5,5,1,,,,,,,,,,,,,,3613
56368,,,Bretagne,53,5,1,20.0,1,1,0,0,2,0,1,103.3,307.4,1981.8,4,1,,,,,,,,,,,,,,3613
56370,,,Bretagne,53,5,1,20.0,0,1,2,1,0,1,0,79.8,254.0,1980.4,2,3,,,,,,,,,,,,,,3613
56373,,,Bretagne,53,7,4,57.14,0,0,0,3,0,4,0,66.8,446.3,1966.6,2,5,,,,,,,,,,,,,,3613
56376,,,Bretagne,53,5,2,40.0,0,2,0,0,1,2,0,60.8,362.8,1986.0,3,2,,,,,,,,,,,,,,3613
56386,,,Bretagne,53,5,2,40.0,0,1,0,0,2,1,1,61.3,507.8,1978.6,2,2,,,,,,,,,,,,,,3613
56387,,,Bretagne,53,5,2,40.0,0,0,0,2,1,2,0,67.6,403.4,1965.6,2,3,,,,,,,,,,,,,,3613
56390,,,Bretagne,53,5,1,20.0,0,0,2,1,1,0,1,54.9,345.0,1991.8,2,3,,,,,,,,,,,,,,3613
56392,,,Bretagne,53,6,0,0.0,0,2,0,2,2,0,0,98.8,283.0,1985.7,4,2,,,,,,,,,,,,,,3613
56399,,,Bretagne,53,5,1,20.0,0,0,2,2,0,0,1,54.2,364.6,1981.0,2,3,,,,,,,,,,,,,,3613
59001,Abancourt,59,Hauts-de-France,32,5,2,40.0,0,1,0,2,0,0,2,119.3,261.8,1973.2,4,1,441.0,13526.0,33.0,29.8,3399.0,2400.0,494.0,4.54,0.15,0.08,14.53,0.4898,Moyenne,692
59003,Aibes,59,Hauts-de-France,32,7,3,42.86,0,0,3,1,0,2,1,67.8,429.7,1976.4,5,2,350.0,14842.0,33.7,32.4,4477.0,3169.0,373.0,8.57,0.16,0.09,8.33,0.4889,Moyenne,696
59010,Anneux,59,Hauts-de-France,32,5,3,60.0,1,0,0,0,1,2,1,87.5,359.0,1956.6,2,1,258.0,12878.0,28.9,30.5,621.0,404.0,59.0,11.63,0.81,0.74,9.5,0.5838,Moyenne,374
59031,Audignies,59,Hauts-de-France,32,5,1,20.0,0,0,0,2,2,1,0,71.9,409.2,1972.2,2,3,359.0,23944.0,22.0,19.0,4779.0,3642.0,294.0,2.79,0.1,0.03,6.15,0.2828,Faible,2273
59032,Aulnoy-lez-Valenciennes,59,Hauts-de-France,32,5,1,20.0,0,0,2,1,1,0,1,67.1,343.0,1984.2,2,3,7080.0,21385.0,24.5,28.0,1074.0,800.0,96.0,0.14,0.47,0.12,8.94,0.3113,Faible,2016
59037,Avesnes-les-Aubert,59,Hauts-de-France,32,6,3,50.0,0,2,0,1,0,1,2,80.9,393.3,1981.2,2,3,3562.0,16555.0,28.6,30.4,1089.0,774.0,156.0,0.84,0.55,0.39,14.33,0.4901,Moyenne,688
59046,Bambecque,59,Hauts-de-France,32,6,2,33.33,0,0,0,2,2,0,2,65.9,402.8,1965.5,1,4,845.0,15824.0,30.5,30.7,470.0,353.0,38.0,2.37,1.28,0.57,8.09,0.4336,Moyenne,1075
59052,Bauvin,59,Hauts-de-France,32,6,2,33.33,0,0,0,1,3,2,0,43.7,486.5,1970.2,5,1,5249.0,18022.0,25.4,29.4,3453.0,2425.0,442.0,0.38,0.17,0.08,12.8,0.4053,Moyenne,1305
59053,Bavay,59,Hauts-de-France,32,6,1,16.67,0,0,0,2,3,0,1,68.9,429.5,1975.7,4,2,3249.0,22245.0,19.0,21.6,1047.0,821.0,144.0,0.31,0.57,0.12,13.75,0.2878,Faible,2222
59060,Beaurain,59,Hauts-de-France,32,6,1,16.67,0,0,1,1,3,0,1,54.0,409.8,1986.8,5,1,234.0,17763.0,27.5,24.1,359.0,276.0,49.0,4.27,1.67,0.36,13.65,0.3452,Moyenne,1773
59069,Bermerain,59,Hauts-de-France,32,5,2,40.0,0,0,0,1,2,2,0,51.6,611.8,1969.0,4,0,778.0,15951.0,31.3,25.7,83.0,61.0,8.0,2.57,6.02,3.28,9.64,0.4589,Moyenne,893
59083,Bissezeele,59,Hauts-de-France,32,5,1,20.0,1,1,1,0,1,0,1,77.0,346.0,1999.0,3,2,239.0,20999.0,21.6,25.7,493.0,416.0,28.0,4.18,1.01,0.24,5.68,0.3195,Faible,1961
59085,Blécourt,59,Hauts-de-France,32,6,2,33.33,1,0,0,0,3,2,0,63.2,386.3,1969.7,3,2,313.0,15576.0,28.2,28.7,615.0,479.0,48.0,6.39,0.98,0.42,7.8,0.4401,Moyenne,1030
59089,Bollezeele,59,Hauts-de-France,32,5,2,40.0,0,0,1,0,2,1,1,99.1,439.2,1964.2,2,3,1445.0,22569.0,22.4,19.1,7707.0,6065.0,577.0,1.38,0.06,0.03,7.49,0.3781,Moyenne,1535
59090,Bondues,59,Hauts-de-France,32,5,4,80.0,1,0,0,0,0,4,0,70.7,407.4,1966.4,3,2,9747.0,13983.0,30.1,26.0,67.0,51.0,6.0,0.41,7.46,7.84,8.96,0.6407,Moyenne,235
59091,Borre,59,Hauts-de-France,32,5,2,40.0,0,0,0,1,2,0,2,77.6,505.4,1959.2,1,4,553.0,21699.0,19.9,16.0,19511.0,14873.0,2593.0,3.62,0.03,0.01,13.29,0.3906,Moyenne,1429
59095,,,Hauts-de-France,32,6,3,50.0,0,0,0,1,2,1,2,61.1,431.5,1965.2,2,4,,,,,1604.0,1235.0,151.0,,0.37,0.24,9.41,,,3613
59115,Brunémont,59,Hauts-de-France,32,5,1,20.0,0,1,1,1,1,1,0,86.5,340.8,1975.0,2,2,704.0,20920.0,26.3,28.2,,,,1.42,,,,0.318,Faible,1975
59126,Cantin,59,Hauts-de-France,32,5,0,0.0,1,0,0,1,3,0,0,67.9,409.4,1980.2,1,4,1741.0,15343.0,30.0,27.4,,,,0.0,,,,0.3039,Faible,2076
59127,Capelle,59,Hauts-de-France,32,5,2,40.0,0,0,0,2,1,0,2,54.0,371.8,1960.4,1,3,135.0,18618.0,24.9,26.5,,,,14.81,,,,0.4374,Moyenne,1052
59142,Cerfontaine,59,Hauts-de-France,32,5,3,60.0,0,0,0,1,1,1,2,76.5,515.2,1970.4,1,4,646.0,12750.0,31.0,35.6,,,,4.64,,,,0.5792,Moyenne,390
59143,La Chapelle-d'Armentières,59,Hauts-de-France,32,6,1,16.67,0,1,2,2,0,1,0,97.6,266.2,1986.5,1,5,8754.0,18233.0,29.4,23.9,,,,0.11,,,,0.3359,Moyenne,1843
59146,Chéreng,59,Hauts-de-France,32,7,5,71.43,0,0,0,0,2,3,2,71.7,544.9,1950.0,3,4,3078.0,20093.0,22.9,18.8,,,,1.62,,,,0.5339,Moyenne,488
59152,Comines,59,Hauts-de-France,32,5,1,20.0,0,0,0,2,2,0,1,52.2,455.6,1965.6,0,5,12731.0,23412.0,20.2,18.9,,,,0.08,,,,0.2868,Faible,2229
59181,Dourlers,59,Hauts-de-France,32,7,1,14.29,1,0,2,1,2,0,1,106.0,273.0,1981.7,3,3,536.0,18799.0,26.4,28.6,,,,1.87,,,,0.3211,Faible,1952
59184,Ebblinghem,59,Hauts-de-France,32,6,1,16.67,0,1,2,0,2,1,0,73.9,335.2,1981.5,0,5,660.0,17362.0,26.6,26.3,,,,1.52,,,,0.3476,Moyenne,1752
59187,Éclaibes,59,Hauts-de-France,32,6,1,16.67,0,0,3,1,1,1,0,89.7,333.2,1985.0,4,2,269.0,20641.0,23.9,22.7,,,,3.72,,,,0.3101,Faible,2024
59199,Erchin,59,Hauts-de-France,32,6,2,33.33,0,0,1,2,1,1,1,81.8,337.0,1981.3,1,4,670.0,12423.0,35.4,37.7,,,,2.99,,,,0.4751,Moyenne,779
59202,Erquinghem-Lys,59,Hauts-de-France,32,6,1,16.67,0,1,0,2,2,1,0,70.5,370.7,1985.7,1,3,5341.0,16176.0,28.3,30.7,,,,0.19,,,,0.3608,Moyenne,1665
