CODGEO,NOM_COMMUNE,REVENU_MEDIAN,TAUX_PAUVRETE,MENAGES_PAUVRES
60179,Crèvecœur-le-Petit,25812.0,13.8,14.2
60180,Crillon,18247.0,29.9,25.5
60181,Crisolles,20756.0,24.5,24.9
60182,Le Crocq,18932.0,27.7,27.8
60183,Croissy-sur-Celle,25210.0,17.3,16.6
60184,Croutoy,12900.0,32.6,36.4
60185,Crouy-en-Thelle,21184.0,21.9,20.6
60186,Cuignières,26762.0,18.6,20.5
60187,Cuigy-en-Bray,19492.0,27.8,27.3
60188,Cuise-la-Motte,19302.0,23.0,22.2
60189,Cuts,20860.0,25.8,25.2
60190,Cuvergnon,17570.0,32.3,30.4
60191,Cuvilly,16307.0,25.1,24.8
60192,Cuy,19652.0,23.4,26.5
60193,Daméraucourt,24156.0,19.8,22.1
60194,Dargies,21429.0,22.4,24.8
60195,Delincourt,16717.0,29.5,31.7
60196,La Drenne,18916.0,24.2,25.8
60197,Dieudonné,19899.0,20.6,24.2
60198,Dives,18582.0,26.9,27.0
60199,Doméliers,17599.0,23.8,20.3
60200,Domfront,19406.0,24.4,27.7
60201,Dompierre,19008.0,22.6,26.9
60203,Duvy,15620.0,30.1,35.7
60204,Écuvilly,18599.0,25.9,23.6
60205,Élencourt,26542.0,15.2,15.7
60206,Élincourt-Sainte-Marguerite,22665.0,18.9,21.2
60207,Éméville,19144.0,23.6,22.3
60208,Énencourt-Léage,12999.0,30.8,31.0
60209,La Corne-en-Vexin,20557.0,23.2,20.3
60210,Épineuse,17854.0,28.3,27.4
60211,Éragny-sur-Epte,17104.0,25.2,29.0
60212,Ercuis,18883.0,24.5,25.9
60213,Ermenonville,18311.0,24.5,19.8
60214,Ernemont-Boutavent,21763.0,19.2,17.8
60215,Erquery,16915.0,26.9,30.4
60216,Erquinvillers,20969.0,23.5,19.4
60217,Escames,19858.0,20.8,16.8
60218,Esches,17970.0,23.2,26.1
60219,Escles-Saint-Pierre,18490.0,25.9,23.2
60220,Espaubourg,19559.0,24.2,28.0
60221,Esquennoy,23866.0,24.7,23.8
60222,Essuiles,14603.0,30.3,31.1
60223,Estrées-Saint-Denis,22505.0,18.6,19.2
60224,Étavigny,21073.0,21.6,22.7
60225,Étouy,20922.0,21.9,23.1
60226,Ève,19835.0,22.9,25.4
60227,Évricourt,15581.0,27.6,22.5
60228,Fay-les-Étangs,22835.0,20.8,18.7
60229,Le Fayel,19036.0,24.2,24.9
60230,Le Fay-Saint-Quentin,25112.0,19.1,19.7
60231,Feigneux,25650.0,14.7,12.5
60232,Ferrières,19686.0,21.3,18.7
60233,Feuquières,18598.0,29.3,27.8
60234,Fitz-James,24360.0,21.1,21.8
60235,Flavacourt,23140.0,21.5,19.5
60236,Flavy-le-Meldeux,17098.0,30.0,26.9
60237,Fléchy,25016.0,19.3,23.0
60238,Fleurines,18309.0,27.2,28.6
60239,Fleury,20777.0,21.9,25.3
60240,Fontaine-Bonneleau,23451.0,20.3,22.3
60241,Fontaine-Chaalis,19685.0,22.2,17.9
60242,Fontaine-Lavaganne,23475.0,20.7,17.3
60243,Fontaine-Saint-Lucien,19723.0,23.2,24.7
60244,Fontenay-Torcy,14988.0,31.1,31.9
60245,Formerie,21115.0,25.3,27.4
60247,Fouilleuse,22692.0,22.0,25.5
60248,Fouilloy,18125.0,25.3,22.7
60249,Foulangues,18582.0,29.4,24.2
60250,Fouquenies,26361.0,17.4,14.5
60251,Fouquerolles,22145.0,18.3,17.5
60252,Fournival,22417.0,21.0,22.8
60253,Francastel,21324.0,24.3,25.2
60254,Francières,14918.0,26.7,22.2
60255,Fréniches,19599.0,22.9,26.9
60256,Montchevreuil,25232.0,19.6,22.0
60257,Fresne-Léguillon,22167.0,19.7,22.2
60258,Fresnières,25613.0,16.2,19.1
60259,Fresnoy-en-Thelle,26617.0,18.1,19.7
60260,Fresnoy-la-Rivière,24296.0,20.9,24.2
60261,Fresnoy-le-Luat,18518.0,28.4,28.2
60262,Le Frestoy-Vaux,21765.0,23.7,22.6
60263,Frétoy-le-Château,12900.0,31.6,37.5
60264,Frocourt,20815.0,25.1,24.3
60265,Froissy,18774.0,22.4,24.4
60267,Le Gallet,17540.0,25.8,24.5
60268,Gannes,22624.0,20.7,17.1
60269,Gaudechart,22800.0,23.7,20.2
60270,Genvry,17428.0,28.7,25.1
60271,Gerberoy,16463.0,29.2,23.4
60272,Gilocourt,19132.0,25.3,27.0
60273,Giraumont,24721.0,18.8,21.0
60274,Glaignes,17586.0,25.7,20.9
60275,Glatigny,18378.0,26.4,24.6
60276,Godenvillers,23256.0,20.2,17.0
60277,Goincourt,20473.0,25.9,29.3
60278,Golancourt,14618.0,29.3,27.8
60279,Gondreville,25094.0,20.2,17.8
60280,Gourchelles,22513.0,21.9,24.3
60281,Gournay-sur-Aronde,23086.0,21.6,20.1
60282,Gouvieux,26169.0,17.5,18.1
60283,Gouy-les-Groseillers,17300.0,23.0,21.2
60284,Grandfresnoy,17727.0,26.5,28.0
60285,Grandvillers-aux-Bois,19758.0,23.0,20.6
60286,Grandvilliers,19082.0,24.3,27.4
60287,Grandrû,24232.0,16.8,17.0
60288,Grémévillers,21841.0,22.9,21.1
60289,Grez,21970.0,20.6,19.0
60290,Guignecourt,17109.0,26.2,22.1
60291,Guiscard,17079.0,29.5,27.8
60292,Gury,13058.0,33.9,36.8
60293,Hadancourt-le-Haut-Clocher,25874.0,15.8,15.0
60294,Hainvillers,25482.0,15.4,16.5
60295,Halloy,17686.0,28.2,26.3
60296,Hannaches,17911.0,28.0,30.9
60297,Le Hamel,17547.0,25.1,23.3
60298,Hanvoile,22553.0,17.3,15.5
60299,Hardivillers,20898.0,20.6,19.4
60301,Haucourt,13890.0,29.0,30.8
60302,Haudivillers,17539.0,31.1,32.2
60303,Hautbos,18681.0,27.3,31.8
60304,Haute-Épine,19871.0,31.1,33.5
60305,Hautefontaine,19976.0,22.5,22.3
60306,Hécourt,20657.0,23.5,22.8
60307,Heilles,15195.0,31.4,31.6
60308,Hémévillers,19337.0,24.8,24.4
60309,Hénonville,17416.0,29.4,25.2
60310,Herchies,21485.0,22.0,25.4
60311,La Hérelle,25244.0,18.8,18.0
60312,Héricourt-sur-Thérain,20325.0,22.1,21.9
60313,Hermes,21879.0,23.8,24.9
60314,Hétomesnil,15737.0,25.8,28.3
60315,Hodenc-en-Bray,20605.0,22.0,19.9
60316,Hodenc-l'Évêque,22625.0,23.7,21.6
60317,Hondainville,18312.0,22.7,23.1
60318,Houdancourt,15807.0,28.6,25.5
60319,La Houssoye,20931.0,21.9,21.6
60320,Ivors,22204.0,24.6,27.3
60321,Ivry-le-Temple,13504.0,34.9,41.1
60322,Jaméricourt,24437.0,17.5,16.1
60323,Janville,22754.0,23.3,22.9
60324,Jaulzy,14382.0,29.2,26.6
60325,Jaux,16382.0,30.0,33.0
60326,Jonquières,12900.0,34.5,32.2
60327,Jouy-sous-Thelle,19144.0,23.5,25.9
60328,Juvignies,18078.0,28.9,31.3
60329,Laberlière,18852.0,27.9,27.5
60330,Laboissière-en-Thelle,14959.0,31.1,36.6
60331,Labosse,16983.0,26.6,26.1
60332,Labruyère,19008.0,25.3,23.1
60333,Lachapelle-aux-Pots,20610.0,21.3,19.4
60334,Lachapelle-Saint-Pierre,24606.0,14.8,16.0
60335,Lachapelle-sous-Gerberoy,20706.0,21.7,24.5
60336,Lachaussée-du-Bois-d'Écu,18781.0,29.1,28.8
60337,Lachelle,16792.0,32.4,38.2
60338,Lacroix-Saint-Ouen,24633.0,19.1,17.9
60339,Lafraye,19204.0,25.6,22.7
60340,Lagny,20809.0,21.5,18.2
60341,Lagny-le-Sec,22683.0,20.8,20.3
60342,Laigneville,20237.0,25.4,30.4
60343,Lalande-en-Son,22580.0,21.9,21.4
60344,Lalandelle,23052.0,19.9,23.3
60345,Lamécourt,20502.0,22.9,26.1
60346,Lamorlaye,21186.0,22.8,21.4
60347,Lannoy-Cuillère,23283.0,21.5,23.7
60348,Larbroye,21994.0,20.7,18.1
60350,Lassigny,20335.0,25.0,28.6
60351,Lataule,18497.0,25.1,28.2
60352,Lattainville,18909.0,24.3,24.5
60353,Lavacquerie,17494.0,24.3,19.8
60354,Laverrière,18896.0,22.6,21.1
60355,Laversines,21034.0,17.8,21.3
60356,Lavilletertre,25238.0,18.1,20.4
60357,Léglantiers,23837.0,21.4,17.6
60358,Lévignen,14299.0,32.8,35.0
60359,Lhéraule,18176.0,26.4,31.0
60360,Liancourt,18124.0,24.1,19.8
60361,Liancourt-Saint-Pierre,17708.0,28.6,23.3
60362,Libermont,20292.0,22.9,25.5
60363,Lierville,26964.0,14.9,12.2
60364,Lieuvillers,22503.0,21.2,21.8
60365,Lihus,20130.0,23.5,24.5
60366,Litz,19919.0,21.8,24.0
60367,Loconville,25698.0,15.8,16.2
60368,Longueil-Annel,21328.0,19.7,19.0
60369,Longueil-Sainte-Marie,15145.0,29.7,30.2
60370,Lormaison,26893.0,17.9,18.5
60371,Loueuse,13796.0,31.0,30.6
60372,Luchy,23750.0,19.6,18.1
60373,Machemont,22557.0,23.1,24.0
60374,Maignelay-Montigny,23690.0,17.2,13.9
60375,Maimbeville,24756.0,16.1,19.3
60376,Maisoncelle-Saint-Pierre,18236.0,24.4,21.1
60377,Maisoncelle-Tuilerie,17748.0,30.5,35.1
60378,Marest-sur-Matz,24131.0,20.6,20.7
60379,Mareuil-la-Motte,21996.0,20.4,18.6
60380,Mareuil-sur-Ourcq,19240.0,23.7,25.5
60381,Margny-aux-Cerises,20802.0,24.8,24.9
60382,Margny-lès-Compiègne,21521.0,21.2,24.3
60383,Margny-sur-Matz,22655.0,20.7,18.7
60385,Marolles,18203.0,27.2,26.0
60386,Marquéglise,23879.0,15.5,13.0
60387,Marseille-en-Beauvaisis,19241.0,27.1,22.7
60388,Martincourt,15803.0,29.3,23.5
60389,Maucourt,12900.0,32.1,31.4
60390,Maulers,24414.0,18.3,17.5
60391,Maysel,21512.0,21.0,18.9
60392,Mélicocq,25331.0,17.3,18.5
60393,Mello,15808.0,31.7,29.7
60394,Ménévillers,21778.0,20.8,24.4
60395,Méru,20055.0,26.3,31.4
60396,Méry-la-Bataille,17073.0,29.3,34.7
60397,Le Mesnil-Conteville,12934.0,30.5,34.3
60398,Le Mesnil-en-Thelle,19410.0,21.4,21.8
60399,Le Mesnil-Saint-Firmin,18951.0,25.0,22.1
60400,Le Mesnil-sur-Bulles,15900.0,28.0,27.8
60401,Le Mesnil-Théribus,21888.0,21.7,19.3
60402,Le Meux,20838.0,26.0,24.3
60403,Milly-sur-Thérain,16335.0,29.0,24.3
60404,Mogneville,26433.0,17.7,19.8
60405,Moliens,22500.0,19.5,15.9
60406,Monceaux,27108.0,16.8,15.5
60407,Monceaux-l'Abbaye,23194.0,21.6,18.5
60408,Monchy-Humières,20568.0,24.4,29.1
60409,Monchy-Saint-Éloi,20800.0,21.0,20.5
60410,Mondescourt,23421.0,17.7,20.5
60411,Monneville,14974.0,28.1,22.6
60412,Montagny-en-Vexin,19546.0,24.9,21.0
60413,Montagny-Sainte-Félicité,16288.0,25.8,30.6
60414,Montataire,24421.0,18.9,16.1
60415,Montépilloy,17581.0,24.2,22.5
60416,Montgérain,24218.0,22.2,24.1
60418,Montiers,16005.0,24.9,20.3
60420,Montjavoult,20218.0,25.6,22.1
60421,Mont-l'Évêque,20002.0,26.2,25.5
60422,Montlognon,20350.0,25.8,24.6
60423,Montmacq,19680.0,23.3,27.0
60424,Montmartin,20093.0,26.1,27.7
60425,Montreuil-sur-Brêche,19589.0,24.5,22.0
60426,Montreuil-sur-Thérain,17640.0,24.8,25.3
60427,Monts,20792.0,22.4,25.4
60428,Le Mont-Saint-Adrien,19695.0,25.0,26.3
60429,Morangles,16862.0,24.6,24.2
60430,Morienval,24113.0,17.0,17.4
60431,Morlincourt,22649.0,16.7,19.6
60432,Mortefontaine,24571.0,15.1,18.0
60433,Mortefontaine-en-Thelle,22496.0,20.5,23.1
60434,Mortemer,22181.0,18.0,19.8
60435,Morvillers,15393.0,32.0,36.6
60436,Mory-Montcrux,18070.0,26.1,31.1
60437,Mouchy-le-Châtel,23681.0,19.7,19.4
60438,Moulin-sous-Touvent,12900.0,32.1,26.8
60439,Mouy,18553.0,21.1,21.7
60440,Moyenneville,17755.0,26.4,26.2
60441,Moyvillers,20263.0,20.4,19.7
60442,Muidorge,17051.0,27.1,25.6
60443,Muirancourt,22813.0,23.3,21.3
60444,Mureaumont,16723.0,24.5,20.6
60445,Nampcel,19197.0,25.8,27.5
60446,Nanteuil-le-Haudouin,25802.0,18.3,18.7
60447,Néry,13966.0,25.6,27.4
60448,Neufchelles,16419.0,28.7,25.4
60449,Neufvy-sur-Aronde,21909.0,22.6,26.4
60450,Neuilly-en-Thelle,28566.0,13.3,14.0
60451,Neuilly-sous-Clermont,21102.0,22.5,25.3
60452,Neuville-Bosc,20401.0,22.5,20.9
60454,La Neuville-en-Hez,24583.0,19.0,20.0
60456,La Neuville-Roy,20271.0,24.5,24.0
60457,La Neuville-Saint-Pierre,17338.0,29.4,32.0
60458,La Neuville-sur-Oudeuil,18512.0,24.6,25.9
60459,La Neuville-sur-Ressons,23934.0,20.6,24.1
60460,La Neuville-Vault,18105.0,27.6,24.4
60461,Nivillers,18082.0,29.5,34.4
60462,Noailles,23058.0,22.1,19.4
60463,Nogent-sur-Oise,21469.0,18.7,21.6
60464,Nointel,27835.0,12.5,11.6
60465,Noirémont,17835.0,27.6,27.1
60466,Noroy,13692.0,35.9,37.7
60468,Nourard-le-Franc,19088.0,26.4,21.5
60469,Novillers,21520.0,19.2,16.5
60470,Noyers-Saint-Martin,21498.0,22.3,19.6
60471,Noyon,19497.0,26.4,28.6
60472,Offoy,20102.0,23.4,23.4
60473,Ognes,21433.0,23.9,27.8
60474,Ognolles,19083.0,25.5,25.3
60476,Omécourt,16131.0,28.0,30.7
60477,Ons-en-Bray,16159.0,25.9,29.5
60478,Ormoy-le-Davien,23547.0,17.6,14.5
60479,Ormoy-Villers,18191.0,25.0,29.0
60480,Oroër,16760.0,27.7,28.9
60481,Orrouy,15878.0,28.1,25.3
60482,Orry-la-Ville,23573.0,17.7,20.5
60483,Orvillers-Sorel,18701.0,28.0,26.1
60484,Oudeuil,19330.0,24.0,26.9
60485,Oursel-Maison,22768.0,19.7,22.1
60486,Paillart,23535.0,17.2,14.7
60487,Parnes,18368.0,27.1,27.7
60488,Passel,21906.0,18.4,20.6
60489,Péroy-les-Gombries,18241.0,25.6,21.4
60490,Pierrefitte-en-Beauvaisis,16619.0,29.2,23.6
60491,Pierrefonds,25356.0,17.4,17.9
60492,Pimprez,18133.0,27.2,27.1
60493,Pisseleu,20445.0,19.5,16.6
60494,Plailly,15229.0,29.2,25.9
60495,Plainval,18503.0,24.6,29.2
60496,Plainville,19572.0,24.9,29.1
60497,Le Plessier-sur-Bulles,18501.0,23.0,20.7
60498,Le Plessier-sur-Saint-Just,18903.0,27.3,27.6
60499,Plessis-de-Roye,25175.0,18.2,21.2
60500,Le Plessis-Belleville,20869.0,21.3,18.9
60501,Le Plessis-Brion,17071.0,26.0,25.4
60502,Le Plessis-Patte-d'Oie,20551.0,24.1,19.4
60503,Le Ployron,23922.0,17.7,17.0
60504,Ponchon,15949.0,28.2,26.0
60505,Pontarmé,19878.0,22.0,17.9
60506,Pont-l'Évêque,17730.0,30.4,34.7
60507,Pontoise-lès-Noyon,19343.0,25.4,26.7
60508,Pontpoint,16738.0,26.3,27.5
60509,Pont-Sainte-Maxence,24884.0,20.2,22.4
60510,Porcheux,20268.0,24.6,27.8
60511,Porquéricourt,24399.0,19.3,19.3
60512,Pouilly,22897.0,17.8,16.6
60513,Précy-sur-Oise,20883.0,22.6,22.8
60514,Prévillers,20635.0,24.5,28.1
60515,Pronleroy,20186.0,23.4,26.5
60516,Puiseux-en-Bray,19842.0,23.5,20.3
60517,Puiseux-le-Hauberger,21296.0,22.1,18.4
60518,Puits-la-Vallée,16045.0,30.3,27.5
60519,Quesmy,21846.0,18.1,17.7
60520,Le Quesnel-Aubry,16312.0,29.2,29.6
60521,Quincampoix-Fleuzy,19902.0,24.5,25.3
60522,Quinquempoix,23278.0,19.6,16.9
60523,Rainvillers,18345.0,24.7,29.6
60524,Rantigny,20905.0,21.9,21.3
60525,Raray,22351.0,19.7,16.3
60526,Ravenel,20592.0,23.5,20.9
60527,Réez-Fosse-Martin,17211.0,25.3,20.5
60528,Reilly,21088.0,23.2,24.7
60529,Rémécourt,18003.0,24.5,21.3
60530,Rémérangles,14929.0,26.5,23.7
60531,Remy,22323.0,23.7,20.8
60533,Ressons-sur-Matz,19386.0,25.2,29.1
60534,Rethondes,24587.0,18.1,14.6
60535,Reuil-sur-Brêche,18972.0,22.1,26.3
60536,Rhuis,17927.0,25.0,22.9
60537,Ribécourt-Dreslincourt,24189.0,19.6,17.1
60538,Ricquebourg,19448.0,26.1,22.2
60539,Rieux,19397.0,25.8,23.9
60540,Rivecourt,15985.0,23.3,27.4
60541,Roberval,27936.0,11.1,13.2
60542,Rochy-Condé,19308.0,22.1,19.6
60543,Rocquemont,22593.0,19.8,23.5
60544,Rocquencourt,16475.0,26.7,22.7
60545,Romescamps,16377.0,28.9,29.7
60546,Rosières,24668.0,20.0,21.7
60547,Rosoy,22554.0,18.9,20.2
60548,Rosoy-en-Multien,15615.0,32.5,37.9
60549,Rotangy,17511.0,24.4,29.2
60550,Rothois,17829.0,26.2,30.1
60551,Rousseloy,16889.0,26.3,29.0
60552,Rouville,21785.0,18.8,16.1
60553,Rouvillers,20680.0,24.6,23.5
60554,Rouvres-en-Multien,20440.0,21.9,23.1
60555,Rouvroy-les-Merles,16201.0,26.1,30.7
60556,Royaucourt,13612.0,31.5,32.1
60557,Roy-Boissy,26910.0,14.1,15.8
60558,Roye-sur-Matz,23778.0,17.6,14.7
60559,La Rue-Saint-Pierre,17351.0,31.4,29.1
60560,Rully,13321.0,32.9,36.1
60561,Russy-Bémont,22627.0,21.9,24.1
60562,Sacy-le-Grand,17298.0,27.3,28.2
60563,Sacy-le-Petit,22789.0,16.8,19.5
60564,Sains-Morainvillers,19557.0,27.0,26.4
60565,Saint-André-Farivillers,20631.0,24.1,24.7
60566,Saint-Arnoult,15976.0,29.6,29.0
60567,Saint-Aubin-en-Bray,23688.0,18.3,15.6
60568,Saint-Aubin-sous-Erquery,19711.0,23.0,21.8
60569,Saint-Crépin-aux-Bois,20875.0,23.6,27.1
60570,Saint-Crépin-Ibouvillers,23965.0,18.9,15.3
60571,Saint-Deniscourt,22594.0,18.6,17.2
60572,Saint-Étienne-Roilaye,18886.0,28.6,27.1
60573,Sainte-Eusoye,18036.0,22.7,23.1
60574,Saint-Félix,17226.0,25.7,21.6
60575,Sainte-Geneviève,22158.0,21.4,18.5
60576,Saint-Germain-la-Poterie,20748.0,20.2,23.0
60577,Saint-Germer-de-Fly,15629.0,30.4,34.8
60578,Saintines,16545.0,27.8,32.4
60579,Saint-Jean-aux-Bois,14124.0,33.3,32.6
60581,Saint-Just-en-Chaussée,22895.0,21.6,18.4
60582,Saint-Léger-aux-Bois,21628.0,18.7,18.2
60583,Saint-Léger-en-Bray,15473.0,27.3,32.6
60584,Saint-Leu-d'Esserent,23054.0,19.8,21.2
60585,Saint-Martin-aux-Bois,19195.0,25.2,22.3
60586,Saint-Martin-le-Nœud,21596.0,21.2,19.8
60587,Saint-Martin-Longueau,17981.0,26.8,26.9
60588,Saint-Maur,17426.0,26.7,25.8
60589,Saint-Maximin,21058.0,20.9,22.1
60590,Saint-Omer-en-Chaussée,18624.0,28.1,22.7
60591,Saint-Paul,15218.0,31.7,26.6
60592,Saint-Pierre-es-Champs,20803.0,24.5,25.2
60593,Saint-Pierre-lès-Bitry,18836.0,23.3,21.1
60594,Saint-Quentin-des-Prés,29379.0,10.7,8.6
60595,Saint-Remy-en-l'Eau,12900.0,32.2,28.9
60596,Saint-Samson-la-Poterie,23606.0,21.1,24.7
60597,Saint-Sauveur,19112.0,23.5,23.1
60598,Saint-Sulpice,20917.0,21.5,22.7
60599,Saint-Thibault,23039.0,23.1,19.7
60600,Saint-Vaast-de-Longmont,16408.0,30.0,30.8
60601,Saint-Vaast-lès-Mello,18738.0,29.0,30.8
60602,Saint-Valery,21047.0,20.8,23.0
60603,Salency,13590.0,33.6,31.7
60604,Sarcus,19444.0,26.6,24.5
60605,Sarnois,23119.0,22.6,25.2
60608,Le Saulchoy,19864.0,26.1,22.0
60609,Savignies,18755.0,26.1,28.7
60610,Sempigny,18901.0,24.4,23.7
60611,Senantes,19863.0,21.3,19.1
60612,Senlis,23764.0,19.1,18.0
60613,Senots,18831.0,25.2,26.5
60614,Serans,20027.0,24.1,26.7
60615,Sérévillers,19236.0,23.7,22.7
60616,Sérifontaine,17580.0,27.7,27.2
60617,Sermaize,24479.0,18.8,15.6
60618,Séry-Magneval,24892.0,16.2,18.0
60619,Silly-le-Long,16103.0,33.4,31.6
60620,Silly-Tillard,25309.0,12.7,13.3
60621,Solente,17944.0,27.0,30.7
60622,Sommereux,17932.0,25.9,21.2
60623,Songeons,18011.0,25.4,21.6
60624,Sully,17336.0,29.5,29.6
60625,Suzoy,17102.0,30.3,27.9
60626,Talmontiers,17328.0,25.6,22.3
60627,Tartigny,20613.0,24.4,21.0
60628,Therdonne,22585.0,23.3,27.5
60629,Thérines,23770.0,20.7,24.5
60630,Thibivillers,20938.0,22.6,21.8
60631,Thiers-sur-Thève,22332.0,21.5,20.4
60632,Thiescourt,12900.0,31.8,34.3
60633,Thieuloy-Saint-Antoine,12900.0,34.2,38.7
60634,Thieux,21397.0,22.3,24.9
60635,Thiverny,17007.0,24.6,24.1
60636,Thourotte,18642.0,26.8,27.9
60637,Thury-en-Valois,19400.0,23.6,23.0
60638,Thury-sous-Clermont,15769.0,29.8,24.9
60639,Tillé,21685.0,18.5,21.5
60640,Tourly,19396.0,24.1,20.1
60641,Tracy-le-Mont,18213.0,28.8,27.6
60642,Tracy-le-Val,15033.0,31.5,28.9
60643,Tricot,19249.0,25.1,28.6
60644,Trie-Château,23477.0,17.9,14.8
60645,Trie-la-Ville,20151.0,22.5,25.1
60646,Troissereux,17830.0,27.3,32.1
60647,Trosly-Breuil,20982.0,21.5,21.0
60648,Troussencourt,16652.0,27.7,32.2
60650,Trumilly,18984.0,26.0,21.7
60651,Ully-Saint-Georges,20604.0,24.1,28.7
60652,Valdampierre,16467.0,27.4,26.5
60653,Valescourt,18267.0,26.3,31.5
60654,Vandélicourt,26054.0,14.3,12.2
60655,Varesnes,13578.0,32.2,33.5
60656,Varinfroy,24517.0,22.2,22.2
60657,Vauchelles,25091.0,16.7,14.4
60658,Vauciennes,16337.0,26.6,21.9
60659,Vaudancourt,22840.0,20.9,24.8
60660,Le Vaumain,18410.0,25.0,24.5
60661,Vaumoise,16577.0,24.8,25.2
60662,Le Vauroux,20477.0,24.3,24.6
60663,Velennes,20664.0,22.5,20.0
60664,Vendeuil-Caply,17279.0,26.8,27.7
60665,Venette,23106.0,19.1,20.7
60666,Ver-sur-Launette,16780.0,25.7,26.9
60667,Verberie,21937.0,19.5,22.6
60668,Verderel-lès-Sauqueuse,27524.0,15.8,17.0
60669,Verderonne,17585.0,27.8,26.7
60670,Verneuil-en-Halatte,21126.0,21.3,19.8
60671,Versigny,16622.0,29.3,29.0
60672,Vez,16549.0,33.0,38.6
60673,Viefvillers,15315.0,29.5,27.7
60674,Vieux-Moulin,16522.0,29.5,31.7
60675,Vignemont,22707.0,21.7,19.5
60676,Ville,20891.0,20.2,16.2
60677,Villembray,15897.0,26.8,29.7
60678,Villeneuve-les-Sablons,15036.0,33.0,38.3
60679,La Villeneuve-sous-Thury,19344.0,22.9,22.9
60680,Villeneuve-sur-Verberie,13827.0,30.4,30.4
60681,Villers-Saint-Barthélemy,17374.0,29.9,32.4
60682,Villers-Saint-Frambourg-Ognon,13716.0,35.3,33.0
60683,Villers-Saint-Genest,20953.0,22.2,23.2
60684,Villers-Saint-Paul,20817.0,19.9,23.3
60685,Villers-Saint-Sépulcre,20772.0,25.4,29.4
60686,Villers-sous-Saint-Leu,22503.0,24.3,22.1
60687,Villers-sur-Auchy,18535.0,23.6,23.2
60688,Villers-sur-Bonnières,18065.0,25.3,26.8
60689,Villers-sur-Coudun,20928.0,19.5,22.9
60691,Villers-Vermont,21598.0,22.1,21.4
60692,Villers-Vicomte,22131.0,25.5,20.6
60693,Villeselve,19619.0,24.5,26.2
60694,Les Hauts-Talican,20396.0,24.7,25.5
60695,Vineuil-Saint-Firmin,23573.0,20.8,17.4
60697,Vrocourt,19818.0,20.7,18.3
60698,Wacquemoulin,19079.0,25.9,25.2
60699,Wambez,15788.0,28.3,26.5
60700,Warluis,20058.0,25.9,30.2
60701,Wavignies,18749.0,26.4,28.3
60702,Welles-Pérennes,15768.0,29.8,25.7
60703,Aux Marais,23851.0,13.7,15.0
62001,Ablain-Saint-Nazaire,17904.0,25.3,28.8
62002,Ablainzevelle,23139.0,17.4,15.9
62003,Acheville,13474.0,32.4,29.0
62004,Achicourt,19816.0,24.8,20.0
62005,Achiet-le-Grand,16062.0,31.9,28.1
62006,Achiet-le-Petit,18266.0,26.0,25.0
62007,Acq,18789.0,23.0,21.9
62008,Acquin-Westbécourt,20515.0,23.0,19.3
62009,Adinfer,14873.0,29.8,25.2
62010,Affringues,18475.0,27.0,24.5
62011,Agnez-lès-Duisans,15610.0,30.4,27.8
62012,Agnières,18400.0,22.0,21.0
62013,Agny,19937.0,22.6,24.5
62014,Aire-sur-la-Lys,18591.0,27.5,25.7
62015,Airon-Notre-Dame,20659.0,23.4,25.1
62016,Airon-Saint-Vaast,14269.0,33.0,33.4
62017,Aix-en-Ergny,16391.0,27.2,30.0
62018,Aix-en-Issart,21126.0,22.6,19.6
62019,Aix-Noulette,19760.0,20.4,20.6
62020,Alembon,19227.0,24.2,27.9
62021,Alette,14158.0,28.5,30.3
62022,Alincthun,16546.0,30.7,36.5
62023,Allouagne,21296.0,23.0,26.9
62024,Alquines,22870.0,20.3,17.3
62025,Ambleteuse,20728.0,22.4,26.9
62026,Ambricourt,14007.0,31.1,33.2
62027,Ambrines,20637.0,25.3,29.9
62028,Ames,19279.0,24.8,23.4
62029,Amettes,25381.0,16.3,19.0
62030,Amplier,15214.0,30.2,26.6
62031,Andres,23207.0,17.8,17.3
62032,Angres,16834.0,26.1,31.2
62033,Annay,15968.0,30.4,27.0
62034,Annequin,19586.0,27.1,21.8
62035,Annezin,19810.0,27.0,25.2
62036,Anvin,16494.0,26.6,31.0
62037,Anzin-Saint-Aubin,23361.0,20.5,20.8
62038,Ardres,20654.0,21.0,18.4
62039,Arleux-en-Gohelle,22642.0,20.9,19.8
62040,Arques,19045.0,22.0,18.8
62041,Arras,22266.0,21.4,20.3
62042,Athies,12786.0,33.8,38.0
62043,Les Attaques,20575.0,21.0,18.6
62044,Attin,20017.0,24.2,27.4
62045,Aubigny-en-Artois,18203.0,26.4,21.3
62046,Aubin-Saint-Vaast,18771.0,26.1,21.9
62047,Aubrometz,14483.0,33.4,31.6
62048,Auchel,22034.0,22.1,20.2
62049,Auchy-au-Bois,14505.0,28.6,30.0
62050,Auchy-lès-Hesdin,17624.0,24.0,19.7
62051,Auchy-les-Mines,19476.0,26.2,30.3
62052,Audembert,16107.0,30.2,35.9
62053,Audincthun,20263.0,21.7,19.6
62054,Audinghen,11879.0,34.3,35.9
62055,Audrehem,16738.0,26.3,26.4
62056,Audresselles,15026.0,31.8,33.6
62057,Audruicq,22219.0,22.3,22.1
62058,Aumerval,17037.0,25.3,27.0
62059,Autingues,18074.0,30.1,33.7
62060,Auxi-le-Château,18807.0,29.1,30.4
62061,Averdoingt,19184.0,25.4,23.6
