CODGEO,DEP,NB_LOGEMENTS,NB_RP,NB_LOGVAC,NB_MAISON,NB_APPART
60054,60,60762.0,40374.0,4495.0,25198.0,27514.0
60055,60,97.0,63.0,14.0,27.0,41.0
60056,60,598.0,425.0,65.0,153.0,289.0
60057,60,92.0,71.0,7.0,38.0,21.0
60058,60,1316.0,935.0,135.0,378.0,374.0
60059,60,6291.0,5025.0,371.0,2213.0,1521.0
60060,60,155.0,112.0,14.0,68.0,50.0
60061,60,154.0,121.0,13.0,49.0,66.0
60062,60,20053.0,14759.0,2902.0,8892.0,7378.0
60063,60,182.0,142.0,20.0,49.0,79.0
60064,60,776.0,588.0,114.0,186.0,238.0
60065,60,11778.0,9869.0,1274.0,4197.0,3733.0
60066,60,116.0,94.0,14.0,40.0,49.0
60067,60,482.0,391.0,33.0,219.0,145.0
60068,60,42916.0,30529.0,5424.0,20902.0,20538.0
60069,60,1826.0,1299.0,154.0,901.0,809.0
60070,60,5145.0,3438.0,489.0,2172.0,1225.0
60071,60,6867.0,5328.0,574.0,2426.0,2691.0
60072,60,4272.0,3077.0,385.0,1221.0,1358.0
60073,60,1959.0,1284.0,139.0,598.0,461.0
60074,60,527.0,406.0,59.0,154.0,146.0
60075,60,137.0,94.0,15.0,54.0,45.0
60076,60,5192.0,4089.0,504.0,1569.0,1876.0
60077,60,628.0,429.0,71.0,168.0,281.0
60078,60,466.0,394.0,43.0,275.0,203.0
60079,60,1560.0,1258.0,214.0,455.0,836.0
60080,60,8825.0,6405.0,1321.0,4119.0,2125.0
60081,60,26590.0,19346.0,1715.0,10009.0,12095.0
60082,60,7052.0,4784.0,582.0,2551.0,2200.0
60083,60,570.0,385.0,59.0,118.0,267.0
60084,60,3378.0,2660.0,457.0,1386.0,1462.0
60085,60,502.0,327.0,58.0,194.0,137.0
60086,60,4032.0,3220.0,545.0,2217.0,1673.0
60087,60,1717.0,1261.0,207.0,730.0,869.0
60088,60,868.0,629.0,66.0,425.0,193.0
60089,60,17720.0,13318.0,1561.0,4601.0,6748.0
60090,60,1522.0,1101.0,120.0,748.0,368.0
60091,60,1258.0,910.0,95.0,375.0,522.0
60092,60,102.0,69.0,10.0,48.0,25.0
60093,60,65.0,42.0,5.0,29.0,18.0
60094,60,25.0,20.0,1.0,11.0,10.0
60095,60,14027.0,9775.0,1610.0,5440.0,3260.0
60096,60,649.0,493.0,43.0,230.0,207.0
60097,60,741.0,623.0,65.0,217.0,258.0
60098,60,396.0,267.0,52.0,181.0,110.0
60099,60,1864.0,1249.0,175.0,566.0,841.0
62001,62,2227.0,1838.0,199.0,666.0,630.0
62002,62,1281.0,1052.0,147.0,569.0,665.0
62003,62,201.0,156.0,20.0,95.0,68.0
62004,62,1443.0,1079.0,113.0,471.0,454.0
62005,62,2175.0,1628.0,222.0,531.0,552.0
62006,62,9035.0,6250.0,744.0,3703.0,2082.0
62007,62,3272.0,2526.0,180.0,1382.0,1685.0
62008,62,347.0,258.0,17.0,146.0,157.0
62009,62,680.0,562.0,51.0,178.0,176.0
62010,62,454.0,319.0,38.0,163.0,200.0
62011,62,7391.0,5186.0,442.0,3426.0,2268.0
62012,62,322.0,249.0,30.0,156.0,84.0
62013,62,519.0,437.0,45.0,271.0,232.0
62014,62,1936.0,1435.0,125.0,758.0,703.0
62015,62,265.0,205.0,37.0,69.0,85.0
62016,62,843.0,676.0,108.0,323.0,288.0
62017,62,638.0,470.0,61.0,230.0,198.0
62018,62,1683.0,1246.0,238.0,720.0,868.0
62019,62,1450.0,1206.0,103.0,526.0,550.0
62020,62,847.0,690.0,86.0,225.0,470.0
62021,62,278.0,222.0,34.0,86.0,80.0
62022,62,156.0,114.0,20.0,66.0,47.0
62023,62,810.0,603.0,106.0,391.0,267.0
62024,62,1978.0,1413.0,125.0,813.0,981.0
62025,62,114.0,89.0,9.0,57.0,52.0
62026,62,729.0,503.0,54.0,183.0,349.0
62027,62,2640.0,1866.0,271.0,1036.0,1158.0
62028,62,1168.0,781.0,66.0,443.0,426.0
62029,62,138.0,91.0,7.0,58.0,52.0
62030,62,1417.0,1014.0,94.0,481.0,474.0
62031,62,942.0,649.0,70.0,325.0,292.0
62032,62,380.0,312.0,40.0,204.0,136.0
62033,62,2633.0,1712.0,268.0,1081.0,586.0
62034,62,5788.0,3840.0,473.0,1362.0,2428.0
62035,62,16911.0,12524.0,2400.0,6728.0,6953.0
62036,62,1909.0,1321.0,252.0,633.0,873.0
62037,62,271.0,205.0,38.0,110.0,74.0
62038,62,61326.0,45957.0,5790.0,29207.0,14079.0
62039,62,750.0,502.0,53.0,265.0,151.0
62040,62,151.0,127.0,16.0,47.0,73.0
62041,62,457.0,310.0,25.0,105.0,147.0
62042,62,1329.0,973.0,93.0,650.0,449.0
62043,62,96.0,63.0,10.0,25.0,31.0
62044,62,10085.0,7988.0,812.0,4854.0,3420.0
62045,62,4241.0,3146.0,614.0,1066.0,1367.0
62046,62,1092.0,857.0,151.0,392.0,432.0
62047,62,514.0,434.0,48.0,254.0,236.0
62048,62,1735.0,1175.0,192.0,441.0,400.0
62049,62,202.0,155.0,11.0,56.0,68.0
62050,62,4767.0,3318.0,622.0,1333.0,1990.0
62051,62,25582.0,17923.0,1985.0,5579.0,8940.0
62052,62,472.0,342.0,45.0,165.0,228.0
62053,62,688.0,524.0,38.0,315.0,215.0
62054,62,8349.0,6181.0,614.0,3834.0,2750.0
62055,62,1020.0,856.0,119.0,393.0,413.0
62056,62,5277.0,4236.0,705.0,2170.0,1775.0
62057,62,2146.0,1724.0,184.0,800.0,912.0
62058,62,7205.0,5944.0,814.0,2345.0,3763.0
62059,62,366.0,250.0,30.0,147.0,92.0
62060,62,5630.0,4705.0,839.0,2084.0,2821.0
62061,62,71.0,55.0,6.0,24.0,19.0
62062,62,1871.0,1568.0,270.0,878.0,934.0
62063,62,654.0,530.0,63.0,264.0,301.0
62064,62,2869.0,1894.0,289.0,998.0,592.0
62065,62,2545.0,2034.0,353.0,1342.0,670.0
62066,62,2104.0,1378.0,177.0,784.0,753.0
62067,62,92.0,68.0,7.0,33.0,20.0
62068,62,578.0,387.0,44.0,183.0,197.0
62069,62,23776.0,15550.0,2169.0,6610.0,7591.0
62070,62,3103.0,2480.0,267.0,1530.0,881.0
62071,62,7940.0,5772.0,822.0,3693.0,3451.0
62072,62,1647.0,1239.0,92.0,841.0,399.0
62073,62,10585.0,6917.0,1334.0,3786.0,4257.0
62074,62,105.0,77.0,8.0,33.0,39.0
62075,62,15395.0,10578.0,1210.0,4219.0,5756.0
62076,62,265.0,216.0,15.0,88.0,145.0
62077,62,360.0,302.0,31.0,106.0,200.0
62078,62,66.0,55.0,7.0,18.0,27.0
62079,62,102.0,68.0,6.0,38.0,45.0
62080,62,4518.0,3447.0,424.0,1481.0,1683.0
62081,62,1642.0,1366.0,179.0,846.0,558.0
62082,62,489.0,322.0,28.0,127.0,104.0
62083,62,619.0,519.0,82.0,266.0,249.0
62084,62,2304.0,1735.0,294.0,1043.0,973.0
62085,62,136.0,93.0,15.0,61.0,53.0
62086,62,1614.0,1284.0,98.0,723.0,429.0
62087,62,17573.0,12766.0,2098.0,5737.0,5586.0
62088,62,798.0,533.0,100.0,208.0,304.0
62089,62,661.0,498.0,81.0,268.0,254.0
62090,62,2133.0,1513.0,255.0,938.0,597.0
62091,62,267.0,214.0,35.0,111.0,89.0
62092,62,1924.0,1445.0,169.0,882.0,996.0
62093,62,2756.0,2234.0,383.0,678.0,887.0
62094,62,834.0,666.0,88.0,450.0,223.0
62095,62,722.0,537.0,45.0,255.0,178.0
62096,62,399.0,319.0,30.0,198.0,137.0
62097,62,136.0,113.0,15.0,47.0,40.0
62098,62,7247.0,4857.0,517.0,2664.0,1795.0
62099,62,588.0,427.0,74.0,182.0,137.0
80001,80,3346.0,2330.0,494.0,781.0,837.0
80002,80,1934.0,1547.0,171.0,622.0,867.0
80003,80,3638.0,2433.0,426.0,1235.0,1256.0
80004,80,199.0,131.0,11.0,85.0,59.0
80005,80,7197.0,5519.0,933.0,2689.0,1875.0
80006,80,231.0,172.0,27.0,111.0,92.0
80007,80,379.0,281.0,42.0,171.0,144.0
80008,80,610.0,512.0,91.0,351.0,221.0
80009,80,969.0,669.0,123.0,363.0,450.0
80010,80,672.0,485.0,35.0,266.0,263.0
80011,80,15848.0,11856.0,1377.0,5640.0,7813.0
80012,80,1562.0,1266.0,93.0,472.0,492.0
80013,80,6635.0,5264.0,585.0,2593.0,2771.0
80014,80,611.0,493.0,50.0,223.0,227.0
80015,80,268.0,186.0,34.0,119.0,124.0
80016,80,2445.0,1856.0,200.0,1199.0,736.0
80017,80,2861.0,2295.0,350.0,1292.0,1476.0
80018,80,31.0,23.0,2.0,9.0,11.0
80019,80,337.0,232.0,35.0,99.0,126.0
80020,80,779.0,566.0,107.0,291.0,338.0
80021,80,474.0,326.0,50.0,135.0,196.0
80022,80,1718.0,1448.0,181.0,456.0,573.0
80023,80,4755.0,4017.0,324.0,2802.0,1226.0
80024,80,581.0,435.0,42.0,300.0,293.0
80025,80,2461.0,2065.0,216.0,931.0,1273.0
80026,80,603.0,469.0,60.0,209.0,249.0
80027,80,581.0,411.0,29.0,218.0,258.0
80028,80,155.0,126.0,10.0,69.0,40.0
80029,80,2412.0,1816.0,162.0,606.0,589.0
80030,80,564.0,454.0,58.0,154.0,188.0
80031,80,24477.0,17346.0,3588.0,8093.0,11008.0
80032,80,494.0,326.0,69.0,224.0,126.0
80033,80,325.0,224.0,44.0,130.0,115.0
80034,80,3536.0,2698.0,450.0,1154.0,897.0
80035,80,970.0,764.0,111.0,315.0,488.0
80036,80,1541.0,1132.0,151.0,667.0,516.0
80037,80,17265.0,12973.0,2520.0,8344.0,5664.0
80038,80,11645.0,9761.0,610.0,6648.0,4346.0
80039,80,987.0,649.0,58.0,354.0,270.0
80040,80,498.0,340.0,69.0,203.0,196.0
80041,80,2962.0,1951.0,337.0,668.0,1278.0
80042,80,140.0,109.0,16.0,40.0,63.0
80043,80,988.0,824.0,52.0,569.0,357.0
80044,80,7909.0,6717.0,922.0,2069.0,4088.0
80045,80,1620.0,1244.0,157.0,823.0,699.0
80046,80,223.0,186.0,16.0,94.0,98.0
80047,80,744.0,617.0,78.0,235.0,422.0
80048,80,3093.0,2311.0,212.0,1054.0,1081.0
80049,80,347.0,271.0,49.0,111.0,161.0
80050,80,135.0,114.0,14.0,77.0,71.0
80051,80,3943.0,2950.0,453.0,1289.0,1362.0
80052,80,3565.0,2592.0,366.0,1465.0,1119.0
80053,80,1888.0,1229.0,174.0,412.0,686.0
80054,80,295.0,246.0,23.0,157.0,106.0
80055,80,815.0,642.0,59.0,348.0,438.0
80056,80,33227.0,27788.0,4887.0,12829.0,16185.0
80057,80,80.0,59.0,10.0,19.0,19.0
80058,80,29.0,22.0,3.0,13.0,10.0
80059,80,647.0,424.0,70.0,200.0,273.0
80060,80,163.0,116.0,14.0,52.0,73.0
80061,80,1582.0,1066.0,193.0,421.0,546.0
80062,80,50.0,38.0,4.0,22.0,15.0
80063,80,687.0,513.0,63.0,199.0,170.0
80064,80,302.0,203.0,21.0,103.0,69.0
80065,80,5319.0,3478.0,536.0,1321.0,2072.0
80066,80,565.0,437.0,38.0,301.0,209.0
80067,80,701.0,536.0,96.0,302.0,208.0
80068,80,1223.0,889.0,114.0,502.0,418.0
80069,80,2696.0,2154.0,297.0,708.0,1273.0
80070,80,1500.0,1269.0,76.0,484.0,828.0
80071,80,795.0,627.0,40.0,308.0,437.0
80072,80,17653.0,12934.0,1797.0,5506.0,5406.0
80073,80,1726.0,1396.0,114.0,820.0,448.0
80074,80,39579.0,27514.0,2698.0,12187.0,9137.0
80075,80,4782.0,3872.0,332.0,2382.0,2339.0
80076,80,2572.0,1700.0,339.0,1117.0,799.0
80077,80,1780.0,1505.0,103.0,465.0,753.0
80078,80,3634.0,2543.0,347.0,1255.0,1681.0
80079,80,1315.0,1051.0,134.0,431.0,562.0
80080,80,654.0,531.0,62.0,182.0,361.0
80081,80,409.0,330.0,49.0,100.0,124.0
80082,80,4057.0,3278.0,420.0,1558.0,2133.0
80083,80,424.0,326.0,41.0,221.0,197.0
80084,80,5704.0,4319.0,826.0,3020.0,1694.0
80085,80,2667.0,1871.0,159.0,859.0,767.0
80086,80,608.0,485.0,44.0,222.0,216.0
80087,80,83.0,66.0,8.0,32.0,29.0
80088,80,198.0,165.0,23.0,57.0,62.0
80089,80,17720.0,13988.0,1994.0,5487.0,9069.0
80090,80,1753.0,1311.0,147.0,852.0,493.0
80091,80,1850.0,1453.0,223.0,559.0,760.0
80092,80,358.0,260.0,27.0,109.0,149.0
80093,80,215.0,177.0,15.0,117.0,69.0
80094,80,40.0,33.0,3.0,16.0,16.0
80095,80,3439.0,2575.0,316.0,1193.0,957.0
80096,80,175.0,120.0,16.0,54.0,58.0
80097,80,3662.0,2732.0,231.0,1524.0,1182.0
80098,80,40791.0,27078.0,2489.0,14231.0,11920.0
80099,80,929.0,650.0,51.0,310.0,234.0
22001,22,124445.0,83301.0,13263.0,47741.0,45031.0
22002,22,18975.0,16054.0,1681.0,4948.0,10666.0
22003,22,211.0,162.0,12.0,54.0,106.0
22004,22,3270.0,2582.0,476.0,1060.0,839.0
22005,22,6.0,4.0,0.0,2.0,1.0
22006,22,801.0,545.0,101.0,313.0,191.0
22007,22,182.0,139.0,11.0,69.0,46.0
22008,22,698.0,528.0,76.0,204.0,291.0
22009,22,3548.0,2959.0,289.0,1759.0,909.0
22010,22,2626.0,2072.0,252.0,796.0,848.0
22011,22,668.0,488.0,40.0,335.0,175.0
22012,22,714.0,586.0,105.0,407.0,222.0
22013,22,1873.0,1312.0,139.0,899.0,763.0
22014,22,88.0,59.0,8.0,37.0,18.0
22015,22,495.0,343.0,66.0,203.0,164.0
22016,22,3764.0,2739.0,332.0,1057.0,1670.0
22017,22,982.0,649.0,75.0,287.0,340.0
22018,22,69.0,56.0,10.0,20.0,30.0
22019,22,1701.0,1141.0,124.0,567.0,369.0
22020,22,2916.0,2378.0,222.0,801.0,1413.0
22021,22,27840.0,23525.0,3503.0,12703.0,7491.0
22022,22,2727.0,1894.0,292.0,956.0,918.0
22023,22,1123.0,766.0,103.0,250.0,237.0
22024,22,682.0,466.0,45.0,234.0,215.0
22025,22,346.0,244.0,35.0,140.0,114.0
22026,22,2042.0,1601.0,283.0,559.0,632.0
22027,22,1654.0,1144.0,231.0,722.0,715.0
22028,22,1056.0,849.0,59.0,569.0,424.0
22029,22,4637.0,3271.0,288.0,1232.0,1215.0
22030,22,7662.0,5970.0,1061.0,3859.0,2574.0
22031,22,2086.0,1573.0,111.0,485.0,909.0
22032,22,860.0,686.0,53.0,208.0,388.0
22033,22,4173.0,3378.0,405.0,1042.0,1451.0
22034,22,916.0,704.0,92.0,413.0,317.0
22035,22,13416.0,10821.0,1902.0,5669.0,3629.0
22036,22,10801.0,8182.0,590.0,5155.0,4442.0
22037,22,10883.0,7077.0,799.0,4097.0,3000.0
22038,22,276.0,213.0,17.0,117.0,96.0
22039,22,5354.0,4179.0,530.0,2425.0,2853.0
22040,22,6546.0,4722.0,458.0,2931.0,1865.0
22041,22,683.0,517.0,77.0,328.0,156.0
22042,22,721.0,530.0,41.0,317.0,289.0
22043,22,247.0,181.0,23.0,55.0,81.0
22044,22,8307.0,6558.0,924.0,3906.0,3195.0
22045,22,276.0,209.0,19.0,137.0,90.0
22046,22,2339.0,1968.0,234.0,1181.0,701.0
22047,22,167.0,120.0,19.0,59.0,61.0
22048,22,1742.0,1428.0,133.0,748.0,932.0
22049,22,61.0,50.0,6.0,20.0,34.0
22050,22,411.0,340.0,26.0,176.0,227.0
22051,22,4804.0,4082.0,568.0,2139.0,2382.0
22052,22,1242.0,985.0,181.0,412.0,542.0
22053,22,1984.0,1631.0,151.0,588.0,972.0
22054,22,1007.0,656.0,120.0,434.0,222.0
22055,22,3120.0,2553.0,306.0,1712.0,1503.0
22056,22,357.0,253.0,37.0,112.0,158.0
22057,22,1206.0,1020.0,177.0,633.0,679.0
22058,22,244.0,175.0,21.0,113.0,67.0
22059,22,2613.0,1952.0,311.0,610.0,997.0
22060,22,683.0,482.0,87.0,184.0,262.0
22061,22,2329.0,1748.0,144.0,988.0,766.0
22062,22,300.0,238.0,20.0,164.0,100.0
22063,22,162.0,129.0,18.0,64.0,74.0
22064,22,306.0,236.0,31.0,129.0,108.0
22065,22,285.0,235.0,30.0,139.0,107.0
22066,22,23329.0,18206.0,1305.0,9099.0,7777.0
22067,22,17000.0,13896.0,1773.0,9022.0,5742.0
22068,22,80.0,65.0,6.0,40.0,44.0
22069,22,143.0,103.0,11.0,32.0,62.0
22070,22,227.0,151.0,33.0,63.0,89.0
22071,22,65.0,50.0,4.0,23.0,15.0
22072,22,3838.0,2785.0,436.0,1372.0,1707.0
22073,22,2200.0,1690.0,192.0,854.0,960.0
22074,22,839.0,546.0,44.0,205.0,275.0
22075,22,6441.0,5276.0,579.0,3438.0,1629.0
22076,22,885.0,613.0,93.0,213.0,421.0
22077,22,6360.0,4501.0,868.0,2198.0,2013.0
22078,22,25374.0,18893.0,3057.0,5928.0,9305.0
22079,22,274.0,180.0,22.0,86.0,89.0
22080,22,5193.0,4325.0,694.0,2169.0,2064.0
22081,22,121.0,100.0,12.0,59.0,36.0
22082,22,1089.0,908.0,131.0,516.0,332.0
22083,22,5601.0,4266.0,673.0,1744.0,2810.0
22084,22,290.0,204.0,40.0,135.0,94.0
22085,22,815.0,609.0,120.0,212.0,193.0
22086,22,394.0,260.0,28.0,175.0,123.0
22087,22,1460.0,1076.0,170.0,374.0,442.0
22088,22,2062.0,1512.0,227.0,890.0,998.0
22089,22,673.0,450.0,38.0,137.0,265.0
22090,22,3299.0,2205.0,407.0,868.0,712.0
22091,22,2733.0,2123.0,140.0,1193.0,808.0
22092,22,902.0,613.0,85.0,219.0,203.0
22093,22,25.0,19.0,3.0,9.0,10.0
22094,22,38.0,27.0,2.0,13.0,16.0
22095,22,1448.0,1086.0,203.0,589.0,420.0
22096,22,979.0,718.0,104.0,346.0,317.0
22097,22,3900.0,2687.0,301.0,1190.0,810.0
22098,22,648.0,511.0,92.0,283.0,157.0
22099,22,31.0,21.0,4.0,11.0,10.0
29001,29,2507.0,1810.0,226.0,1221.0,1019.0
29002,29,561.0,436.0,78.0,190.0,173.0
29003,29,480.0,336.0,34.0,115.0,161.0
29004,29,2696.0,2153.0,336.0,933.0,1470.0
29005,29,492.0,353.0,46.0,215.0,166.0
29006,29,634.0,446.0,71.0,256.0,213.0
29007,29,53382.0,43907.0,6848.0,16258.0,26204.0
29008,29,1608.0,1314.0,171.0,663.0,883.0
29009,29,185.0,138.0,24.0,63.0,67.0
29010,29,1262.0,1038.0,138.0,318.0,631.0
29011,29,750.0,500.0,52.0,209.0,173.0
29012,29,6854.0,4585.0,968.0,2581.0,2805.0
29013,29,4867.0,3660.0,455.0,2127.0,2444.0
29014,29,880.0,590.0,118.0,281.0,313.0
29015,29,1125.0,894.0,124.0,312.0,333.0
29016,29,537.0,380.0,53.0,144.0,210.0
29017,29,1902.0,1560.0,279.0,927.0,529.0
29018,29,57.0,43.0,4.0,19.0,13.0
29019,29,1450.0,962.0,146.0,487.0,433.0
29020,29,5515.0,4419.0,632.0,2007.0,1828.0
29021,29,374.0,278.0,47.0,95.0,107.0
29022,29,1287.0,976.0,146.0,590.0,520.0
29023,29,563.0,451.0,57.0,144.0,153.0
29024,29,7124.0,5739.0,855.0,2322.0,3027.0
29025,29,6882.0,5305.0,645.0,1645.0,2979.0
29026,29,1173.0,842.0,66.0,448.0,359.0
29027,29,374.0,260.0,20.0,168.0,112.0
29028,29,1728.0,1358.0,250.0,630.0,855.0
29029,29,3818.0,2957.0,223.0,1653.0,1869.0
29030,29,215.0,164.0,14.0,103.0,67.0
29031,29,9063.0,6605.0,508.0,2451.0,3924.0
29032,29,1477.0,1112.0,219.0,658.0,504.0
29033,29,1828.0,1487.0,163.0,520.0,735.0
29034,29,7871.0,5338.0,1148.0,2243.0,1618.0
29035,29,349.0,227.0,48.0,120.0,89.0
29036,29,24536.0,19071.0,3025.0,6944.0,11046.0
29037,29,254.0,215.0,36.0,100.0,144.0
29038,29,512.0,398.0,75.0,198.0,160.0
29039,29,295.0,221.0,22.0,71.0,126.0
29040,29,1398.0,953.0,117.0,634.0,595.0
29041,29,886.0,743.0,74.0,464.0,343.0
29042,29,251.0,180.0,19.0,99.0,99.0
29043,29,286.0,240.0,42.0,96.0,157.0
29044,29,4102.0,3249.0,379.0,1302.0,1499.0
29045,29,1013.0,761.0,66.0,496.0,424.0
29046,29,1498.0,1233.0,160.0,727.0,623.0
29047,29,1263.0,1015.0,135.0,675.0,547.0
29048,29,762.0,619.0,64.0,301.0,363.0
29049,29,162.0,126.0,8.0,61.0,69.0
29050,29,1929.0,1516.0,276.0,589.0,964.0
29051,29,1595.0,1270.0,193.0,822.0,477.0
29052,29,664.0,488.0,97.0,302.0,341.0
29053,29,981.0,709.0,143.0,281.0,266.0
29054,29,8643.0,6494.0,615.0,4131.0,2876.0
29055,29,814.0,676.0,77.0,448.0,372.0
29056,29,160.0,119.0,23.0,40.0,39.0
29057,29,270.0,206.0,36.0,120.0,84.0
29058,29,1870.0,1564.0,231.0,770.0,487.0
29059,29,542.0,387.0,57.0,177.0,210.0
29060,29,520.0,387.0,70.0,119.0,258.0
29061,29,241.0,167.0,28.0,112.0,82.0
29062,29,1824.0,1341.0,200.0,754.0,678.0
29063,29,429.0,291.0,58.0,165.0,103.0
29064,29,256.0,198.0,31.0,60.0,92.0
29065,29,2473.0,1690.0,262.0,1180.0,836.0
29066,29,209.0,173.0,30.0,118.0,108.0
29067,29,106.0,78.0,14.0,43.0,47.0
29068,29,5428.0,4216.0,510.0,1496.0,1575.0
29069,29,1181.0,933.0,72.0,534.0,463.0
29070,29,396.0,280.0,57.0,131.0,162.0
29071,29,3718.0,2853.0,211.0,1725.0,1114.0
29072,29,6331.0,4521.0,852.0,1862.0,1870.0
29073,29,756.0,515.0,50.0,225.0,160.0
29074,29,35408.0,24613.0,2055.0,11414.0,8383.0
29075,29,11597.0,7564.0,1620.0,2689.0,3377.0
29076,29,1178.0,862.0,79.0,493.0,546.0
29077,29,901.0,658.0,105.0,299.0,289.0
29078,29,969.0,750.0,71.0,378.0,450.0
29079,29,1888.0,1356.0,126.0,767.0,796.0
29080,29,3058.0,2066.0,305.0,781.0,1083.0
29081,29,8155.0,6278.0,545.0,2779.0,1933.0
29082,29,835.0,677.0,104.0,234.0,324.0
29083,29,231.0,151.0,14.0,50.0,81.0
29084,29,1943.0,1633.0,166.0,732.0,769.0
29085,29,1964.0,1431.0,180.0,911.0,929.0
29086,29,1721.0,1283.0,192.0,615.0,628.0
29087,29,2133.0,1693.0,244.0,930.0,722.0
29088,29,63905.0,41995.0,6780.0,13639.0,24398.0
29089,29,1308.0,1016.0,130.0,693.0,628.0
29090,29,484.0,391.0,44.0,222.0,257.0
29091,29,10629.0,8203.0,935.0,4472.0,3424.0
29092,29,6668.0,5530.0,343.0,3060.0,3623.0
29093,29,485.0,353.0,29.0,197.0,190.0
29094,29,1716.0,1173.0,187.0,804.0,725.0
29095,29,4841.0,4069.0,349.0,1552.0,2541.0
29096,29,47828.0,33106.0,5907.0,18413.0,20790.0
29097,29,879.0,588.0,115.0,259.0,341.0
29098,29,1209.0,959.0,119.0,536.0,519.0
29099,29,160.0,135.0,10.0,73.0,66.0
35001,35,718.0,496.0,77.0,323.0,171.0
35002,35,3518.0,2784.0,517.0,913.0,1931.0
35003,35,1007.0,657.0,82.0,355.0,304.0
35004,35,5017.0,4095.0,379.0,1460.0,1892.0
35005,35,14716.0,9909.0,1425.0,6739.0,4539.0
35006,35,4925.0,4113.0,678.0,1641.0,2257.0
35007,35,1695.0,1439.0,238.0,657.0,970.0
35008,35,514.0,418.0,45.0,232.0,159.0
35009,35,3708.0,2973.0,252.0,2017.0,1714.0
35010,35,228.0,157.0,13.0,85.0,84.0
35011,35,609.0,401.0,72.0,150.0,269.0
35012,35,1499.0,1136.0,223.0,510.0,659.0
35013,35,4478.0,3692.0,226.0,1930.0,1136.0
35014,35,2279.0,1611.0,275.0,1053.0,617.0
35015,35,45.0,37.0,4.0,23.0,16.0
35016,35,157.0,115.0,17.0,35.0,65.0
35017,35,5684.0,4622.0,745.0,2300.0,1928.0
35018,35,572.0,395.0,66.0,166.0,156.0
35019,35,550.0,437.0,53.0,232.0,275.0
35020,35,523.0,410.0,61.0,236.0,260.0
35021,35,325.0,216.0,18.0,67.0,113.0
35022,35,2668.0,1953.0,306.0,934.0,945.0
35023,35,9506.0,7766.0,1020.0,4122.0,5040.0
35024,35,561.0,466.0,46.0,306.0,259.0
35025,35,191.0,160.0,24.0,48.0,67.0
35026,35,803.0,646.0,73.0,266.0,314.0
35027,35,54548.0,44204.0,6958.0,26069.0,14607.0
35028,35,39.0,30.0,4.0,14.0,18.0
35029,35,985.0,826.0,101.0,535.0,448.0
35030,35,990.0,751.0,122.0,329.0,432.0
35031,35,315.0,244.0,27.0,129.0,155.0
35032,35,5111.0,3449.0,463.0,2412.0,1589.0
35033,35,7936.0,6316.0,507.0,2798.0,2310.0
35034,35,26366.0,19737.0,3728.0,8267.0,8122.0
35035,35,3147.0,2411.0,405.0,1653.0,1429.0
35036,35,1952.0,1434.0,215.0,939.0,693.0
35037,35,142.0,97.0,19.0,31.0,54.0
35038,35,1775.0,1423.0,131.0,965.0,841.0
35039,35,2205.0,1554.0,207.0,611.0,1081.0
35040,35,552.0,387.0,58.0,269.0,236.0
35041,35,291.0,219.0,15.0,70.0,141.0
35042,35,194.0,163.0,16.0,52.0,50.0
35043,35,2335.0,1683.0,174.0,693.0,862.0
35044,35,6224.0,5164.0,409.0,1592.0,2841.0
35045,35,185.0,144.0,23.0,61.0,97.0
35046,35,10655.0,7155.0,690.0,3898.0,4543.0
35047,35,499.0,404.0,41.0,220.0,238.0
35048,35,938.0,723.0,129.0,223.0,378.0
35049,35,1050.0,780.0,96.0,317.0,482.0
35050,35,2214.0,1573.0,237.0,540.0,693.0
35051,35,422.0,347.0,44.0,195.0,189.0
35052,35,2837.0,2225.0,273.0,932.0,1408.0
35053,35,157.0,114.0,22.0,57.0,41.0
35054,35,1067.0,733.0,95.0,353.0,428.0
35055,35,11.0,8.0,1.0,4.0,3.0
35056,35,62.0,40.0,7.0,15.0,23.0
35057,35,4206.0,3250.0,272.0,1948.0,1356.0
35058,35,2163.0,1654.0,168.0,946.0,892.0
35059,35,1175.0,868.0,102.0,511.0,506.0
35060,35,1313.0,1071.0,66.0,557.0,602.0
35061,35,1482.0,1093.0,129.0,623.0,704.0
35062,35,2685.0,1944.0,304.0,911.0,1349.0
35063,35,1479.0,1038.0,132.0,548.0,687.0
35064,35,375.0,249.0,42.0,170.0,85.0
35065,35,1018.0,842.0,101.0,303.0,291.0
35066,35,564.0,407.0,45.0,201.0,136.0
35067,35,845.0,684.0,87.0,252.0,288.0
35068,35,1816.0,1232.0,131.0,641.0,662.0
35069,35,4871.0,3700.0,589.0,1943.0,2194.0
35070,35,44.0,33.0,3.0,15.0,14.0
35071,35,27.0,20.0,3.0,13.0,7.0
35072,35,1011.0,781.0,108.0,481.0,534.0
35073,35,245.0,187.0,16.0,77.0,87.0
35074,35,4327.0,3084.0,646.0,1685.0,1361.0
35075,35,1434.0,1162.0,150.0,539.0,789.0
35076,35,4741.0,3458.0,335.0,1365.0,1238.0
35077,35,712.0,592.0,70.0,284.0,180.0
35078,35,1918.0,1404.0,152.0,681.0,467.0
35079,35,22.0,15.0,1.0,10.0,5.0
35080,35,848.0,576.0,43.0,195.0,292.0
35081,35,5027.0,4202.0,554.0,2794.0,1911.0
35082,35,113.0,92.0,10.0,56.0,43.0
