CODGEO,NOM_COMMUNE,POPULATION,DEP,REG,MED21,TP6021,MEN_PAUV,SOURCE_REVENUS
62165,Bournonville,223,62,32,14693.0,27.9,23.6,insee_stats_dep_2022
62166,Bours,582,62,32,18425.0,29.1,26.8,insee_stats_dep_2022
62167,Boursin,236,62,32,19791.0,25.9,21.3,insee_stats_dep_2022
62168,Bourthes,860,62,32,22161.0,21.1,19.0,insee_stats_dep_2022
62169,Bouvelinghem,260,62,32,20777.0,25.7,21.9,insee_stats_dep_2022
62170,Bouvigny-Boyeffles,2398,62,32,19580.0,28.8,26.9,insee_stats_dep_2022
62171,Boyaval,147,62,32,16032.0,29.5,24.3,insee_stats_dep_2022
62172,Boyelles,366,62,32,17556.0,26.7,24.7,insee_stats_dep_2022
62173,Brebières,5283,62,32,22847.0,21.5,24.3,insee_stats_dep_2022
62174,Brêmes,1324,62,32,18959.0,24.4,26.1,insee_stats_dep_2022
62175,Brévillers,156,62,32,15889.0,30.1,33.6,insee_stats_dep_2022
62176,Bréxent-Énocq,634,62,32,18760.0,21.1,24.6,insee_stats_dep_2022
62177,Brimeux,868,62,32,16255.0,27.3,30.5,insee_stats_dep_2022
62178,Bruay-la-Buissière,21424,62,32,18686.0,28.0,33.6,insee_stats_dep_2022
62179,Brunembert,387,62,32,17005.0,28.1,32.0,insee_stats_dep_2022
62180,Brias,295,62,32,18213.0,26.4,24.6,insee_stats_dep_2022
62181,Bucquoy,1503,62,32,17585.0,25.1,24.1,insee_stats_dep_2022
62182,Buire-au-Bois,237,62,32,21365.0,22.2,25.6,insee_stats_dep_2022
62183,Buire-le-Sec,753,62,32,20642.0,24.5,22.5,insee_stats_dep_2022
62184,Buissy,284,62,32,14860.0,30.5,31.8,insee_stats_dep_2022
62185,Bullecourt,225,62,32,17510.0,28.4,33.2,insee_stats_dep_2022
62186,Bully-les-Mines,12146,62,32,20333.0,21.8,19.1,insee_stats_dep_2022
62187,Buneville,172,62,32,15916.0,26.6,28.8,insee_stats_dep_2022
62188,Burbure,2834,62,32,23162.0,23.8,21.7,insee_stats_dep_2022
62189,Bus,132,62,32,12466.0,36.2,40.6,insee_stats_dep_2022
62190,Busnes,1243,62,32,17752.0,28.4,34.0,insee_stats_dep_2022
62191,Caffiers,734,62,32,19378.0,23.0,24.6,insee_stats_dep_2022
62192,Cagnicourt,421,62,32,18583.0,22.4,20.5,insee_stats_dep_2022
62193,Calais,67571,62,32,21462.0,22.8,22.5,insee_stats_dep_2022
62194,Calonne-Ricouart,5369,62,32,19640.0,23.3,19.7,insee_stats_dep_2022
62195,Calonne-sur-la-Lys,1595,62,32,20382.0,23.2,25.5,insee_stats_dep_2022
62196,La Calotterie,582,62,32,21193.0,19.3,18.7,insee_stats_dep_2022
62197,Camblain-Châtelain,1762,62,32,15764.0,28.8,33.1,insee_stats_dep_2022
62198,Cambligneul,352,62,32,17382.0,26.9,27.0,insee_stats_dep_2022
62199,Camblain-l'Abbé,683,62,32,22095.0,21.2,19.4,insee_stats_dep_2022
62200,Cambrin,1263,62,32,16312.0,30.1,35.3,insee_stats_dep_2022
62201,Camiers,2582,62,32,19848.0,23.7,28.2,insee_stats_dep_2022
62202,Campagne-lès-Boulonnais,669,62,32,17043.0,23.8,28.3,insee_stats_dep_2022
62203,Campagne-lès-Guines,407,62,32,14321.0,31.2,36.1,insee_stats_dep_2022
62204,Campagne-lès-Hesdin,1943,62,32,22386.0,21.0,19.1,insee_stats_dep_2022
62205,Campagne-lès-Wardrecques,1301,62,32,16410.0,28.8,27.3,insee_stats_dep_2022
62206,Campigneulles-les-Grandes,295,62,32,14211.0,33.4,37.4,insee_stats_dep_2022
62207,Campigneulles-les-Petites,521,62,32,16173.0,25.9,25.9,insee_stats_dep_2022
62208,Canettemont,66,62,32,25638.0,15.3,14.8,insee_stats_dep_2022
62209,Canlers,168,62,32,19284.0,23.7,19.6,insee_stats_dep_2022
62211,Capelle-Fermont,223,62,32,19068.0,24.8,26.9,insee_stats_dep_2022
62212,Capelle-lès-Hesdin,474,62,32,23112.0,20.5,24.0,insee_stats_dep_2022
62213,Carency,819,62,32,21456.0,23.5,25.8,insee_stats_dep_2022
62214,Carly,638,62,32,17455.0,26.1,27.7,insee_stats_dep_2022
62215,Carvin,17909,62,32,17736.0,30.8,32.6,insee_stats_dep_2022
62216,La Cauchie,211,62,32,12713.0,31.3,25.2,insee_stats_dep_2022
62217,Cauchy-à-la-Tour,2593,62,32,22014.0,20.3,18.8,insee_stats_dep_2022
62218,Caucourt,331,62,32,18722.0,23.6,24.3,insee_stats_dep_2022
62219,Caumont,150,62,32,21174.0,18.9,17.7,insee_stats_dep_2022
62220,Cavron-Saint-Martin,423,62,32,16389.0,31.7,36.8,insee_stats_dep_2022
62221,Chelers,247,62,32,11700.0,32.0,32.3,insee_stats_dep_2022
62222,Chériennes,174,62,32,13657.0,29.3,27.4,insee_stats_dep_2022
62223,Chérisy,293,62,32,22146.0,22.2,23.4,insee_stats_dep_2022
62224,Chocques,2785,62,32,18864.0,26.7,28.0,insee_stats_dep_2022
62225,Clairmarais,593,62,32,18743.0,23.7,22.1,insee_stats_dep_2022
62227,Clenleu,186,62,32,15234.0,31.3,35.0,insee_stats_dep_2022
62228,Clerques,312,62,32,20462.0,22.2,20.7,insee_stats_dep_2022
62229,Cléty,805,62,32,19479.0,24.3,27.6,insee_stats_dep_2022
62230,Colembert,907,62,32,20199.0,19.3,18.9,insee_stats_dep_2022
62231,Colline-Beaumont,132,62,32,20012.0,27.5,27.1,insee_stats_dep_2022
62232,La Comté,879,62,32,18868.0,24.0,21.4,insee_stats_dep_2022
62233,Conchil-le-Temple,1073,62,32,15418.0,28.6,30.6,insee_stats_dep_2022
62234,Conchy-sur-Canche,222,62,32,19053.0,26.5,27.8,insee_stats_dep_2022
62235,Condette,2443,62,32,17143.0,30.0,35.5,insee_stats_dep_2022
62236,Contes,354,62,32,18950.0,25.6,25.5,insee_stats_dep_2022
62237,Conteville-lès-Boulogne,572,62,32,19414.0,23.8,25.9,insee_stats_dep_2022
62238,Conteville-en-Ternois,83,62,32,21251.0,20.3,19.1,insee_stats_dep_2022
62239,Coquelles,2638,62,32,19461.0,24.4,20.1,insee_stats_dep_2022
62240,Corbehem,2258,62,32,17447.0,28.2,24.2,insee_stats_dep_2022
62241,Cormont,309,62,32,19520.0,27.8,32.1,insee_stats_dep_2022
62242,Couin,76,62,32,16351.0,30.0,25.3,insee_stats_dep_2022
62243,Coullemont,111,62,32,18255.0,27.6,26.5,insee_stats_dep_2022
62244,Coulogne,5438,62,32,19856.0,24.9,22.2,insee_stats_dep_2022
62245,Coulomby,770,62,32,19318.0,24.2,26.1,insee_stats_dep_2022
62246,Coupelle-Neuve,146,62,32,20371.0,24.7,26.7,insee_stats_dep_2022
62247,Coupelle-Vieille,550,62,32,12100.0,35.7,34.4,insee_stats_dep_2022
62248,Courcelles-le-Comte,479,62,32,18198.0,25.2,22.8,insee_stats_dep_2022
62249,Courcelles-lès-Lens,7830,62,32,17950.0,27.6,25.4,insee_stats_dep_2022
62250,Courrières,10176,62,32,19450.0,23.0,23.5,insee_stats_dep_2022
62251,Courset,505,62,32,15497.0,30.3,32.6,insee_stats_dep_2022
62252,La Couture,2590,62,32,22239.0,22.7,22.7,insee_stats_dep_2022
62253,Couturelle,76,62,32,23979.0,20.5,16.9,insee_stats_dep_2022
62254,Coyecques,597,62,32,16240.0,26.6,27.0,insee_stats_dep_2022
62255,Crémarest,815,62,32,21612.0,24.3,20.6,insee_stats_dep_2022
62256,Crépy,159,62,32,15810.0,26.3,29.0,insee_stats_dep_2022
62257,Créquy,463,62,32,21419.0,24.9,25.2,insee_stats_dep_2022
62258,Croisette,318,62,32,21146.0,23.8,25.8,insee_stats_dep_2022
62259,Croisilles,1939,62,32,17393.0,24.6,21.0,insee_stats_dep_2022
62260,Croix-en-Ternois,333,62,32,18458.0,26.5,24.1,insee_stats_dep_2022
62261,Cucq,5129,62,32,19315.0,24.8,20.2,insee_stats_dep_2022
62262,Cuinchy,1784,62,32,18792.0,25.1,25.5,insee_stats_dep_2022
62263,Dainville,5683,62,32,18352.0,27.0,22.8,insee_stats_dep_2022
62264,Dannes,1311,62,32,20149.0,24.1,20.0,insee_stats_dep_2022
62265,Delettes,1124,62,32,18720.0,28.5,30.5,insee_stats_dep_2022
62266,Denier,94,62,32,17173.0,26.0,30.7,insee_stats_dep_2022
62267,Dennebrœucq,391,62,32,16859.0,25.9,24.1,insee_stats_dep_2022
62268,Desvres,4829,62,32,16087.0,28.5,34.0,insee_stats_dep_2022
62269,Diéval,709,62,32,18504.0,25.8,25.5,insee_stats_dep_2022
62270,Divion,6766,62,32,21719.0,20.9,17.6,insee_stats_dep_2022
62271,Dohem,826,62,32,14120.0,29.1,29.8,insee_stats_dep_2022
62272,Douchy-lès-Ayette,286,62,32,15383.0,28.3,24.2,insee_stats_dep_2022
62273,Doudeauville,593,62,32,18551.0,22.9,23.8,insee_stats_dep_2022
62274,Dourges,6139,62,32,21079.0,20.7,23.0,insee_stats_dep_2022
62275,Douriez,296,62,32,19257.0,24.7,26.7,insee_stats_dep_2022
62276,Douvrin,5867,62,32,18898.0,28.8,24.0,insee_stats_dep_2022
62277,Drocourt,2939,62,32,17910.0,25.4,28.5,insee_stats_dep_2022
62278,Drouvin-le-Marais,622,62,32,15120.0,30.3,26.7,insee_stats_dep_2022
62279,Duisans,1399,62,32,21483.0,24.1,24.0,insee_stats_dep_2022
62280,Dury,301,62,32,18183.0,27.4,26.7,insee_stats_dep_2022
62281,Echinghen,378,62,32,17813.0,29.5,29.1,insee_stats_dep_2022
62282,Éclimeux,178,62,32,23016.0,19.3,22.9,insee_stats_dep_2022
62283,Écoivres,124,62,32,12878.0,30.0,31.6,insee_stats_dep_2022
62284,Écourt-Saint-Quentin,1706,62,32,11700.0,35.7,30.7,insee_stats_dep_2022
62285,Écoust-Saint-Mein,485,62,32,18036.0,24.8,19.9,insee_stats_dep_2022
62286,Ecquedecques,511,62,32,19352.0,28.7,28.7,insee_stats_dep_2022
62288,Ecques,2181,62,32,21908.0,17.1,16.9,insee_stats_dep_2022
62289,Écuires,682,62,32,24512.0,17.7,18.9,insee_stats_dep_2022
62290,Écurie,370,62,32,17822.0,20.8,21.3,insee_stats_dep_2022
62291,Éleu-dit-Leauwette,2805,62,32,26618.0,13.5,14.6,insee_stats_dep_2022
62292,Elnes,836,62,32,22185.0,19.1,16.2,insee_stats_dep_2022
62293,Embry,241,62,32,12465.0,34.8,38.9,insee_stats_dep_2022
62295,Enquin-lez-Guinegatte,1594,62,32,12928.0,29.5,28.2,insee_stats_dep_2022
62296,Enquin-sur-Baillons,237,62,32,16152.0,30.9,35.3,insee_stats_dep_2022
62297,Éperlecques,3737,62,32,21894.0,25.6,26.0,insee_stats_dep_2022
62298,Épinoy,491,62,32,19547.0,21.7,17.4,insee_stats_dep_2022
62299,Eps,238,62,32,20104.0,22.9,24.3,insee_stats_dep_2022
62300,Équihen-Plage,2619,62,32,16322.0,30.4,33.5,insee_stats_dep_2022
62301,Équirre,71,62,32,17176.0,26.4,23.2,insee_stats_dep_2022
62302,Ergny,230,62,32,23578.0,21.2,20.5,insee_stats_dep_2022
62303,Érin,221,62,32,16370.0,32.4,26.0,insee_stats_dep_2022
62304,Erny-Saint-Julien,338,62,32,18611.0,24.8,21.6,insee_stats_dep_2022
62306,Ervillers,396,62,32,25271.0,20.2,18.5,insee_stats_dep_2022
62307,Escalles,223,62,32,22612.0,21.3,21.9,insee_stats_dep_2022
62308,Escœuilles,461,62,32,18284.0,26.3,28.4,insee_stats_dep_2022
62309,Esquerdes,1594,62,32,14930.0,30.3,29.6,insee_stats_dep_2022
62310,Essars,1753,62,32,22153.0,23.0,25.8,insee_stats_dep_2022
62311,Estevelles,1979,62,32,18427.0,27.7,25.6,insee_stats_dep_2022
62312,Estrée,304,62,32,19668.0,21.6,24.2,insee_stats_dep_2022
62313,Estrée-Blanche,913,62,32,15417.0,29.8,26.3,insee_stats_dep_2022
62314,Estrée-Cauchy,354,62,32,14428.0,31.8,35.6,insee_stats_dep_2022
62315,Estréelles,342,62,32,20658.0,21.4,21.7,insee_stats_dep_2022
62316,Estrée-Wamin,224,62,32,19690.0,25.0,29.6,insee_stats_dep_2022
62317,Étaing,476,62,32,14605.0,32.6,33.8,insee_stats_dep_2022
62318,Étaples,10710,62,32,22960.0,20.3,17.4,insee_stats_dep_2022
62319,Éterpigny,252,62,32,19271.0,18.3,17.9,insee_stats_dep_2022
62320,Étrun,327,62,32,17310.0,23.7,25.2,insee_stats_dep_2022
62321,Évin-Malmaison,4628,62,32,18236.0,26.8,21.8,insee_stats_dep_2022
62322,Famechon,111,62,32,17337.0,27.7,27.2,insee_stats_dep_2022
62323,Fampoux,1267,62,32,13875.0,33.8,27.7,insee_stats_dep_2022
62324,Farbus,629,62,32,18636.0,23.0,22.4,insee_stats_dep_2022
62325,Fauquembergues,932,62,32,21538.0,22.8,26.9,insee_stats_dep_2022
62326,Favreuil,228,62,32,17609.0,28.4,29.9,insee_stats_dep_2022
62327,Febvin-Palfart,604,62,32,14710.0,31.0,34.2,insee_stats_dep_2022
62328,Ferfay,861,62,32,17329.0,24.7,25.2,insee_stats_dep_2022
62329,Ferques,1770,62,32,20903.0,19.9,21.0,insee_stats_dep_2022
62330,Festubert,1242,62,32,19252.0,22.6,21.5,insee_stats_dep_2022
62331,Feuchy,991,62,32,25992.0,17.0,18.3,insee_stats_dep_2022
62332,Ficheux,496,62,32,19205.0,20.9,21.4,insee_stats_dep_2022
62333,Fiefs,354,62,32,20511.0,21.5,20.9,insee_stats_dep_2022
62334,Fiennes,850,62,32,19621.0,23.9,22.8,insee_stats_dep_2022
62335,Fillièvres,510,62,32,16059.0,28.3,25.8,insee_stats_dep_2022
62336,Fléchin,469,62,32,17122.0,27.4,28.6,insee_stats_dep_2022
62337,Flers,227,62,32,14977.0,30.4,26.8,insee_stats_dep_2022
62338,Fleurbaix,2947,62,32,19204.0,27.5,25.6,insee_stats_dep_2022
62339,Fleury,109,62,32,16906.0,26.7,23.0,insee_stats_dep_2022
62340,Floringhem,877,62,32,21972.0,20.0,19.0,insee_stats_dep_2022
62341,Foncquevillers,401,62,32,14648.0,30.3,26.2,insee_stats_dep_2022
62342,Fontaine-lès-Boulans,97,62,32,20976.0,21.4,20.8,insee_stats_dep_2022
62343,Fontaine-lès-Croisilles,273,62,32,19786.0,25.3,21.9,insee_stats_dep_2022
62344,Fontaine-lès-Hermans,105,62,32,16540.0,28.4,22.8,insee_stats_dep_2022
62345,Fontaine-l'Étalon,92,62,32,14638.0,33.6,33.1,insee_stats_dep_2022
62346,Fortel-en-Artois,212,62,32,15522.0,27.9,32.2,insee_stats_dep_2022
62347,Fosseux,119,62,32,17052.0,26.2,22.0,insee_stats_dep_2022
62348,Foufflin-Ricametz,148,62,32,15133.0,31.4,29.6,insee_stats_dep_2022
62349,Fouquereuil,1632,62,32,15041.0,31.8,37.8,insee_stats_dep_2022
62350,Fouquières-lès-Béthune,1108,62,32,20394.0,23.0,19.9,insee_stats_dep_2022
62351,Fouquières-lès-Lens,6087,62,32,17572.0,24.7,19.8,insee_stats_dep_2022
62352,Framecourt,116,62,32,16691.0,30.0,31.9,insee_stats_dep_2022
62353,Frémicourt,239,62,32,19927.0,25.0,22.8,insee_stats_dep_2022
62354,Frencq,893,62,32,20131.0,19.4,22.3,insee_stats_dep_2022
62355,Fresnes-lès-Montauban,604,62,32,12228.0,34.6,34.5,insee_stats_dep_2022
62356,Fresnicourt-le-Dolmen,791,62,32,20426.0,25.4,28.1,insee_stats_dep_2022
62357,Fresnoy,62,62,32,21452.0,22.8,23.2,insee_stats_dep_2022
62358,Fresnoy-en-Gohelle,233,62,32,12126.0,31.1,35.0,insee_stats_dep_2022
62359,Fressin,579,62,32,19914.0,26.3,28.0,insee_stats_dep_2022
62360,Fréthun,1403,62,32,18561.0,23.2,23.3,insee_stats_dep_2022
62361,Frévent,3259,62,32,18633.0,23.6,25.8,insee_stats_dep_2022
62362,Frévillers,239,62,32,15086.0,27.8,23.5,insee_stats_dep_2022
62363,Frévin-Capelle,400,62,32,20926.0,21.0,24.0,insee_stats_dep_2022
62364,Fruges,2362,62,32,20213.0,24.0,19.3,insee_stats_dep_2022
62365,Galametz,208,62,32,20233.0,21.2,23.5,insee_stats_dep_2022
62366,Gauchin-Légal,296,62,32,12777.0,32.4,35.0,insee_stats_dep_2022
62367,Gauchin-Verloingt,774,62,32,15772.0,26.8,22.9,insee_stats_dep_2022
62368,Gaudiempré,215,62,32,14553.0,31.1,27.2,insee_stats_dep_2022
62369,Gavrelle,768,62,32,21001.0,23.3,26.2,insee_stats_dep_2022
62370,Gennes-Ivergny,122,62,32,13817.0,34.1,37.1,insee_stats_dep_2022
62371,Givenchy-en-Gohelle,2072,62,32,17354.0,27.9,25.0,insee_stats_dep_2022
62372,Givenchy-le-Noble,155,62,32,18855.0,24.9,23.6,insee_stats_dep_2022
62373,Givenchy-lès-la-Bassée,982,62,32,26048.0,13.0,15.0,insee_stats_dep_2022
62374,Gomiécourt,151,62,32,23384.0,17.2,14.9,insee_stats_dep_2022
62375,Gommecourt,86,62,32,19647.0,21.9,24.6,insee_stats_dep_2022
62376,Gonnehem,2525,62,32,17945.0,29.0,29.5,insee_stats_dep_2022
62377,Gosnay,941,62,32,20346.0,24.1,24.6,insee_stats_dep_2022
62378,Gouves,195,62,32,17859.0,22.2,18.9,insee_stats_dep_2022
62379,Gouy-en-Artois,327,62,32,19949.0,19.8,21.6,insee_stats_dep_2022
62380,Gouy-Servins,360,62,32,14105.0,29.6,33.5,insee_stats_dep_2022
62381,Gouy-en-Ternois,127,62,32,15701.0,28.3,23.6,insee_stats_dep_2022
62382,Gouy-Saint-André,659,62,32,16725.0,27.5,22.5,insee_stats_dep_2022
62383,Gouy-sous-Bellonne,1391,62,32,21666.0,23.4,23.4,insee_stats_dep_2022
62384,Graincourt-lès-Havrincourt,632,62,32,18608.0,26.2,22.6,insee_stats_dep_2022
62385,Grand-Rullecourt,383,62,32,19807.0,25.2,21.6,insee_stats_dep_2022
62386,Grenay,6644,62,32,18121.0,25.9,24.2,insee_stats_dep_2022
62387,Grévillers,353,62,32,11817.0,35.3,39.7,insee_stats_dep_2022
62388,Grigny,290,62,32,17866.0,26.9,25.4,insee_stats_dep_2022
62389,Grincourt-lès-Pas,32,62,32,18546.0,26.5,29.7,insee_stats_dep_2022
62390,Groffliers,1470,62,32,18601.0,26.3,24.7,insee_stats_dep_2022
62391,Guarbecque,1381,62,32,18086.0,25.8,28.8,insee_stats_dep_2022
62392,Guémappe,408,62,32,18113.0,27.7,26.4,insee_stats_dep_2022
62393,Guemps,1067,62,32,19342.0,25.3,29.5,insee_stats_dep_2022
62395,Guigny,149,62,32,17383.0,26.3,26.3,insee_stats_dep_2022
62396,Guinecourt,13,62,32,17320.0,28.7,27.9,insee_stats_dep_2022
62397,Guînes,5479,62,32,19175.0,28.6,29.5,insee_stats_dep_2022
62398,Guisy,275,62,32,19428.0,22.3,20.9,insee_stats_dep_2022
62399,Habarcq,676,62,32,15008.0,29.8,31.8,insee_stats_dep_2022
62400,Haillicourt,5064,62,32,17474.0,28.4,23.2,insee_stats_dep_2022
62401,Haisnes,4396,62,32,19222.0,24.5,22.0,insee_stats_dep_2022
62402,Halinghen,308,62,32,22620.0,18.7,20.7,insee_stats_dep_2022
62403,Hallines,1196,62,32,21752.0,23.3,23.0,insee_stats_dep_2022
62404,Halloy,201,62,32,15187.0,26.7,22.7,insee_stats_dep_2022
62405,Hamblain-les-Prés,454,62,32,20828.0,23.7,26.9,insee_stats_dep_2022
62406,Hamelincourt,260,62,32,16209.0,26.0,26.2,insee_stats_dep_2022
62407,Ham-en-Artois,944,62,32,24103.0,17.5,16.7,insee_stats_dep_2022
62408,Hames-Boucres,1439,62,32,14733.0,31.6,32.4,insee_stats_dep_2022
62409,Hannescamps,205,62,32,20190.0,22.5,25.1,insee_stats_dep_2022
62410,Haplincourt,191,62,32,14506.0,33.0,32.0,insee_stats_dep_2022
62411,Haravesnes,51,62,32,13889.0,37.3,34.5,insee_stats_dep_2022
62412,Hardinghen,1270,62,32,24329.0,16.0,17.1,insee_stats_dep_2022
62413,Harnes,12247,62,32,21657.0,22.0,19.5,insee_stats_dep_2022
62414,Haucourt,206,62,32,11959.0,35.2,36.8,insee_stats_dep_2022
62415,Haute-Avesnes,465,62,32,17435.0,29.8,32.7,insee_stats_dep_2022
62416,Hautecloque,214,62,32,16021.0,28.0,23.4,insee_stats_dep_2022
62418,Hauteville,308,62,32,18988.0,26.8,26.8,insee_stats_dep_2022
62419,Haut-Loquin,189,62,32,16431.0,30.1,24.8,insee_stats_dep_2022
62421,Havrincourt,351,62,32,16260.0,24.9,23.8,insee_stats_dep_2022
62422,Hébuterne,526,62,32,11700.0,33.2,30.9,insee_stats_dep_2022
62423,Helfaut,1724,62,32,12284.0,36.5,39.7,insee_stats_dep_2022
62424,Hendecourt-lès-Cagnicourt,288,62,32,12617.0,31.2,25.5,insee_stats_dep_2022
62425,Hendecourt-lès-Ransart,143,62,32,17827.0,22.5,25.8,insee_stats_dep_2022
62426,Héninel,187,62,32,18588.0,22.6,21.7,insee_stats_dep_2022
62427,Hénin-Beaumont,25688,62,32,20704.0,25.9,22.6,insee_stats_dep_2022
62428,Hénin-sur-Cojeul,528,62,32,18657.0,25.5,22.7,insee_stats_dep_2022
62429,Henneveux,272,62,32,18346.0,26.5,25.0,insee_stats_dep_2022
62430,Hénu,147,62,32,19760.0,20.2,17.6,insee_stats_dep_2022
62432,Herbinghen,415,62,32,20332.0,20.0,17.5,insee_stats_dep_2022
62433,Héricourt,77,62,32,13466.0,36.0,38.0,insee_stats_dep_2022
62434,La Herlière,135,62,32,19815.0,23.5,23.5,insee_stats_dep_2022
62435,Herlincourt,106,62,32,19478.0,27.3,30.3,insee_stats_dep_2022
62436,Herlin-le-Sec,161,62,32,14567.0,29.1,31.5,insee_stats_dep_2022
62437,Herly,330,62,32,22179.0,22.2,24.3,insee_stats_dep_2022
62438,Hermaville,529,62,32,21495.0,20.5,19.5,insee_stats_dep_2022
62439,Hermelinghen,407,62,32,16881.0,27.8,23.9,insee_stats_dep_2022
62440,Hermies,1062,62,32,17000.0,27.6,27.6,insee_stats_dep_2022
62441,Hermin,206,62,32,14849.0,30.1,33.9,insee_stats_dep_2022
62442,Hernicourt,512,62,32,20571.0,26.2,29.7,insee_stats_dep_2022
62443,Hersin-Coupigny,6082,62,32,18637.0,25.2,21.1,insee_stats_dep_2022
62444,Hervelinghen,215,62,32,11700.0,38.9,42.5,insee_stats_dep_2022
62445,Hesdigneul-lès-Béthune,828,62,32,20264.0,26.4,24.4,insee_stats_dep_2022
62446,Hesdigneul-lès-Boulogne,853,62,32,24131.0,17.1,14.6,insee_stats_dep_2022
62447,Hesdin-la-Forêt,4480,62,32,15556.0,32.5,34.8,insee_stats_dep_2022
62448,Hesdin-l'Abbé,1891,62,32,17599.0,27.4,24.1,insee_stats_dep_2022
62449,Hesmond,172,62,32,19002.0,19.9,17.2,insee_stats_dep_2022
62450,Hestrus,215,62,32,17258.0,27.1,32.1,insee_stats_dep_2022
62451,Heuchin,482,62,32,17532.0,28.6,23.1,insee_stats_dep_2022
62452,Heuringhem,1389,62,32,15982.0,26.5,22.7,insee_stats_dep_2022
62453,Hézecques,127,62,32,15625.0,32.9,38.2,insee_stats_dep_2022
62454,Hinges,2485,62,32,21772.0,21.9,19.0,insee_stats_dep_2022
62455,Hocquinghen,118,62,32,24921.0,16.8,18.4,insee_stats_dep_2022
62456,Houchin,738,62,32,23402.0,18.3,16.7,insee_stats_dep_2022
62457,Houdain,6945,62,32,22014.0,19.9,20.8,insee_stats_dep_2022
62458,Houlle,1116,62,32,16273.0,28.3,26.0,insee_stats_dep_2022
62459,Houvin-Houvigneul,247,62,32,18505.0,25.2,27.1,insee_stats_dep_2022
62460,Hubersent,272,62,32,18247.0,22.6,19.7,insee_stats_dep_2022
62462,Huclier,152,62,32,15017.0,30.0,27.1,insee_stats_dep_2022
62463,Hucqueliers,494,62,32,19734.0,25.4,28.4,insee_stats_dep_2022
62464,Hulluch,3371,62,32,22291.0,15.9,18.2,insee_stats_dep_2022
62465,Humbercamps,219,62,32,22043.0,18.2,17.1,insee_stats_dep_2022
62466,Humbert,249,62,32,12866.0,34.6,37.0,insee_stats_dep_2022
62467,Humerœuille,182,62,32,16881.0,29.3,25.2,insee_stats_dep_2022
62468,Humières,218,62,32,14317.0,31.0,25.0,insee_stats_dep_2022
62469,Inchy-en-Artois,575,62,32,20949.0,22.3,24.9,insee_stats_dep_2022
62470,Incourt,91,62,32,18452.0,21.5,25.1,insee_stats_dep_2022
62471,Bellinghem,1062,62,32,20788.0,24.4,20.7,insee_stats_dep_2022
62472,Inxent,157,62,32,19336.0,20.8,20.9,insee_stats_dep_2022
62473,Isbergues,8650,62,32,17274.0,25.0,28.4,insee_stats_dep_2022
62474,Isques,1122,62,32,20265.0,23.2,20.8,insee_stats_dep_2022
62475,Ivergny,238,62,32,18823.0,22.4,20.3,insee_stats_dep_2022
62476,Izel-lès-Équerchin,1040,62,32,15483.0,33.6,30.5,insee_stats_dep_2022
62477,Izel-lès-Hameau,742,62,32,19223.0,25.8,23.5,insee_stats_dep_2022
62478,Journy,310,62,32,18781.0,23.9,28.6,insee_stats_dep_2022
62479,Labeuvrière,1648,62,32,16176.0,29.5,28.6,insee_stats_dep_2022
62480,Labourse,2858,62,32,20413.0,23.4,21.1,insee_stats_dep_2022
62481,Labroye,140,62,32,18518.0,25.0,29.9,insee_stats_dep_2022
62483,Lacres,250,62,32,22790.0,21.3,22.4,insee_stats_dep_2022
62484,Lagnicourt-Marcel,309,62,32,24253.0,18.0,19.7,insee_stats_dep_2022
62485,Laires,365,62,32,15998.0,27.1,27.8,insee_stats_dep_2022
62486,Lambres,1070,62,32,24286.0,20.4,17.0,insee_stats_dep_2022
62487,Landrethun-le-Nord,1242,62,32,17528.0,28.1,29.1,insee_stats_dep_2022
62488,Landrethun-lès-Ardres,787,62,32,21801.0,16.5,15.8,insee_stats_dep_2022
62489,Lapugnoy,3481,62,32,19401.0,25.3,29.2,insee_stats_dep_2022
62490,Lattre-Saint-Quentin,341,62,32,21887.0,21.7,19.2,insee_stats_dep_2022
62491,Laventie,5044,62,32,21117.0,20.9,19.6,insee_stats_dep_2022
62492,Lebiez,229,62,32,14025.0,28.7,28.5,insee_stats_dep_2022
62493,Lebucquière,232,62,32,20239.0,24.3,22.1,insee_stats_dep_2022
62494,Léchelle,44,62,32,21498.0,22.1,24.1,insee_stats_dep_2022
62495,Ledinghem,316,62,32,17205.0,28.8,30.6,insee_stats_dep_2022
62496,Lefaux,229,62,32,17806.0,26.3,30.6,insee_stats_dep_2022
62497,Leforest,7060,62,32,22660.0,18.4,16.3,insee_stats_dep_2022
62498,Lens,32920,62,32,21582.0,20.5,18.4,insee_stats_dep_2022
62499,Lépine,291,62,32,20316.0,18.8,20.3,insee_stats_dep_2022
62500,Lespesses,402,62,32,21280.0,21.7,24.7,insee_stats_dep_2022
62501,Lespinoy,243,62,32,16211.0,28.6,24.3,insee_stats_dep_2022
62502,Lestrem,5009,62,32,22838.0,20.6,24.7,insee_stats_dep_2022
62503,Leubringhen,293,62,32,15918.0,32.2,35.6,insee_stats_dep_2022
62504,Leulinghem,269,62,32,16050.0,29.5,29.4,insee_stats_dep_2022
62505,Leulinghen-Bernes,540,62,32,15265.0,29.0,24.3,insee_stats_dep_2022
62506,Licques,1679,62,32,17696.0,26.7,24.6,insee_stats_dep_2022
62507,Liencourt,303,62,32,19929.0,26.5,24.8,insee_stats_dep_2022
